Year,HS,Country,ThsdUSD1000,Code,CodeRussia
2020,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,148 ჩადი,147.37,t2,1სხვა
2020,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,148 ჩადი,11677.97,t1,1სხვა
2020,"ოპტიკური, საზომ-საკონტროლო, სამედიცინო, მუსიკალური ინსტრუმენტები და მათი ნაწილები",148 ჩადი,130.6,t2,1სხვა
2020,სხვადასხვა სამრეწველო საქონელი,148 ჩადი,4.79,t2,1სხვა
2021,ქიმიური და ფარმაცევტული პროდუქცია,148 ჩადი,0,t1,1სხვა
2021,"პლასტმასები, რეზინი და მათი ნაწარმი",148 ჩადი,0.09,t2,1სხვა
2021,"ტყავი, ბეწვი და მათი ნაწარმი",148 ჩადი,0.05,t2,1სხვა
2021,ტექსტილის მასალები და ნაწარმი,148 ჩადი,0.05,t2,1სხვა
2021,სამშენებლო და მოსაპირკეთებელი მასალები,148 ჩადი,0.02,t2,1სხვა
2021,არაძვირფასი ლითონები და მათი ნაწარმი,148 ჩადი,0.29,t1,1სხვა
2021,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,148 ჩადი,6.99,t2,1სხვა
2012,ქიმიური და ფარმაცევტული პროდუქცია,152 ჩილე,929.92,t1,1სხვა
2013,ქიმიური და ფარმაცევტული პროდუქცია,152 ჩილე,251.43,t1,1სხვა
2013,არაძვირფასი ლითონები და მათი ნაწარმი,152 ჩილე,3314.31,t1,1სხვა
2014,არაძვირფასი ლითონები და მათი ნაწარმი,152 ჩილე,2853.06,t1,1სხვა
2015,სამშენებლო და მოსაპირკეთებელი მასალები,152 ჩილე,11.72,t2,1სხვა
2015,არაძვირფასი ლითონები და მათი ნაწარმი,152 ჩილე,2588.46,t1,1სხვა
2016,ცხიმები და ზეთები,152 ჩილე,584.92,t2,1სხვა
2016,"პლასტმასები, რეზინი და მათი ნაწარმი",152 ჩილე,4.64,t2,1სხვა
2016,ტექსტილის მასალები და ნაწარმი,152 ჩილე,23.16,t2,1სხვა
2016,არაძვირფასი ლითონები და მათი ნაწარმი,152 ჩილე,2169.71,t1,1სხვა
2017,ქიმიური და ფარმაცევტული პროდუქცია,152 ჩილე,1.4,t1,1სხვა
2017,"პლასტმასები, რეზინი და მათი ნაწარმი",152 ჩილე,0.98,t2,1სხვა
2017,"მერქანი, მერქნის და ჩალის ნაწარმი",152 ჩილე,0.34,t2,1სხვა
2017,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,152 ჩილე,0.01,t2,1სხვა
2017,ტექსტილის მასალები და ნაწარმი,152 ჩილე,12.15,t2,1სხვა
2017,არაძვირფასი ლითონები და მათი ნაწარმი,152 ჩილე,461.94,t1,1სხვა
2017,"ოპტიკური, საზომ-საკონტროლო, სამედიცინო, მუსიკალური ინსტრუმენტები და მათი ნაწილები",152 ჩილე,0.59,t2,1სხვა
2017,სხვადასხვა სამრეწველო საქონელი,152 ჩილე,0.15,t2,1სხვა
2018,"კვების მზა პროდუქტები, სასმელები, თამბაქო",152 ჩილე,0.04,t1,1სხვა
2018,"პლასტმასები, რეზინი და მათი ნაწარმი",152 ჩილე,297.99,t2,1სხვა
2018,არაძვირფასი ლითონები და მათი ნაწარმი,152 ჩილე,4191.47,t1,1სხვა
2019,ცხიმები და ზეთები,152 ჩილე,593.9,t2,1სხვა
2019,"კვების მზა პროდუქტები, სასმელები, თამბაქო",152 ჩილე,0.01,t1,1სხვა
2019,არაძვირფასი ლითონები და მათი ნაწარმი,152 ჩილე,4357.31,t1,1სხვა
2019,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,152 ჩილე,17.57,t1,1სხვა
2020,ცხიმები და ზეთები,152 ჩილე,40.63,t2,1სხვა
2020,არაძვირფასი ლითონები და მათი ნაწარმი,152 ჩილე,3382.33,t1,1სხვა
2021,"კვების მზა პროდუქტები, სასმელები, თამბაქო",152 ჩილე,259.05,t1,1სხვა
2021,"პლასტმასები, რეზინი და მათი ნაწარმი",152 ჩილე,171.08,t2,1სხვა
2021,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,152 ჩილე,2.98,t2,1სხვა
2021,არაძვირფასი ლითონები და მათი ნაწარმი,152 ჩილე,6188.39,t1,1სხვა
2021,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,152 ჩილე,9.71,t2,1სხვა
2021,სხვადასხვა სამრეწველო საქონელი,152 ჩილე,0.78,t2,1სხვა
2009,მცენარეული წარმოშობის პროდუქტები,156 ჩინეთი,1395.17,t1,1სხვა
2009,"კვების მზა პროდუქტები, სასმელები, თამბაქო",156 ჩინეთი,544.68,t1,1სხვა
2009,მინერალური პროდუქტები,156 ჩინეთი,22.88,t1,1სხვა
2009,ქიმიური და ფარმაცევტული პროდუქცია,156 ჩინეთი,1.99,t1,1სხვა
2009,"პლასტმასები, რეზინი და მათი ნაწარმი",156 ჩინეთი,0.31,t2,1სხვა
2009,"ტყავი, ბეწვი და მათი ნაწარმი",156 ჩინეთი,0.16,t2,1სხვა
2009,"მერქანი, მერქნის და ჩალის ნაწარმი",156 ჩინეთი,163.52,t2,1სხვა
2009,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,156 ჩინეთი,0.44,t2,1სხვა
2009,ტექსტილის მასალები და ნაწარმი,156 ჩინეთი,4.3,t2,1სხვა
2009,"ფეხსაცმელი, ქოლგები, ხელჯოხები და სხვა ნაწარმი",156 ჩინეთი,0.25,t2,1სხვა
2009,სამშენებლო და მოსაპირკეთებელი მასალები,156 ჩინეთი,0.38,t2,1სხვა
2009,არაძვირფასი ლითონები და მათი ნაწარმი,156 ჩინეთი,1385.7,t1,1სხვა
2009,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,156 ჩინეთი,676.39,t2,1სხვა
2009,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,156 ჩინეთი,1766.15,t1,1სხვა
2009,"ოპტიკური, საზომ-საკონტროლო, სამედიცინო, მუსიკალური ინსტრუმენტები და მათი ნაწილები",156 ჩინეთი,0.02,t2,1სხვა
2009,სხვადასხვა სამრეწველო საქონელი,156 ჩინეთი,3.23,t2,1სხვა
2010,მცენარეული წარმოშობის პროდუქტები,156 ჩინეთი,6328.1,t1,1სხვა
2010,"კვების მზა პროდუქტები, სასმელები, თამბაქო",156 ჩინეთი,799.21,t1,1სხვა
2010,მინერალური პროდუქტები,156 ჩინეთი,5653.16,t1,1სხვა
2010,ქიმიური და ფარმაცევტული პროდუქცია,156 ჩინეთი,83.33,t1,1სხვა
2010,"პლასტმასები, რეზინი და მათი ნაწარმი",156 ჩინეთი,0.04,t2,1სხვა
2010,"მერქანი, მერქნის და ჩალის ნაწარმი",156 ჩინეთი,119.1,t2,1სხვა
2010,ტექსტილის მასალები და ნაწარმი,156 ჩინეთი,6,t2,1სხვა
2010,"ფეხსაცმელი, ქოლგები, ხელჯოხები და სხვა ნაწარმი",156 ჩინეთი,0.2,t2,1სხვა
2010,სამშენებლო და მოსაპირკეთებელი მასალები,156 ჩინეთი,0.05,t2,1სხვა
2010,არაძვირფასი ლითონები და მათი ნაწარმი,156 ჩინეთი,13678.74,t1,1სხვა
2010,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,156 ჩინეთი,377.17,t2,1სხვა
2010,"ოპტიკური, საზომ-საკონტროლო, სამედიცინო, მუსიკალური ინსტრუმენტები და მათი ნაწილები",156 ჩინეთი,5.06,t2,1სხვა
2010,სხვადასხვა სამრეწველო საქონელი,156 ჩინეთი,0.02,t2,1სხვა
2010,ხელოვნების ნიმუშები და ანტიკვარიატი,156 ჩინეთი,0.22,t2,1სხვა
2011,მცენარეული წარმოშობის პროდუქტები,156 ჩინეთი,475.8,t1,1სხვა
2011,"კვების მზა პროდუქტები, სასმელები, თამბაქო",156 ჩინეთი,2091.2,t1,1სხვა
2011,მინერალური პროდუქტები,156 ჩინეთი,3044.66,t1,1სხვა
2011,ქიმიური და ფარმაცევტული პროდუქცია,156 ჩინეთი,23.88,t1,1სხვა
2011,"პლასტმასები, რეზინი და მათი ნაწარმი",156 ჩინეთი,0.11,t2,1სხვა
2011,"მერქანი, მერქნის და ჩალის ნაწარმი",156 ჩინეთი,158.46,t2,1სხვა
2011,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,156 ჩინეთი,28.97,t2,1სხვა
2011,სამშენებლო და მოსაპირკეთებელი მასალები,156 ჩინეთი,0.54,t2,1სხვა
2011,არაძვირფასი ლითონები და მათი ნაწარმი,156 ჩინეთი,23076.22,t1,1სხვა
2011,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,156 ჩინეთი,70.18,t2,1სხვა
2011,სხვადასხვა სამრეწველო საქონელი,156 ჩინეთი,0.01,t2,1სხვა
2012,მცენარეული წარმოშობის პროდუქტები,156 ჩინეთი,738.46,t1,1სხვა
2012,"კვების მზა პროდუქტები, სასმელები, თამბაქო",156 ჩინეთი,4262.68,t1,1სხვა
2012,მინერალური პროდუქტები,156 ჩინეთი,6.8,t1,1სხვა
2012,ქიმიური და ფარმაცევტული პროდუქცია,156 ჩინეთი,26.47,t1,1სხვა
2012,"ტყავი, ბეწვი და მათი ნაწარმი",156 ჩინეთი,95.63,t2,1სხვა
2012,"მერქანი, მერქნის და ჩალის ნაწარმი",156 ჩინეთი,71.18,t2,1სხვა
2012,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,156 ჩინეთი,0.12,t2,1სხვა
2012,ტექსტილის მასალები და ნაწარმი,156 ჩინეთი,3,t2,1სხვა
2012,სამშენებლო და მოსაპირკეთებელი მასალები,156 ჩინეთი,0.15,t2,1სხვა
2012,არაძვირფასი ლითონები და მათი ნაწარმი,156 ჩინეთი,19979.23,t1,1სხვა
2012,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,156 ჩინეთი,412.73,t2,1სხვა
2012,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,156 ჩინეთი,78.25,t1,1სხვა
2013,მცენარეული წარმოშობის პროდუქტები,156 ჩინეთი,897.75,t1,1სხვა
2013,"კვების მზა პროდუქტები, სასმელები, თამბაქო",156 ჩინეთი,3811.63,t1,1სხვა
2013,მინერალური პროდუქტები,156 ჩინეთი,13.65,t1,1სხვა
2013,ქიმიური და ფარმაცევტული პროდუქცია,156 ჩინეთი,13.37,t1,1სხვა
2013,"ტყავი, ბეწვი და მათი ნაწარმი",156 ჩინეთი,45.76,t2,1სხვა
2013,სამშენებლო და მოსაპირკეთებელი მასალები,156 ჩინეთი,0.09,t2,1სხვა
2013,არაძვირფასი ლითონები და მათი ნაწარმი,156 ჩინეთი,29010.32,t1,1სხვა
2013,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,156 ჩინეთი,21.48,t2,1სხვა
2013,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,156 ჩინეთი,138.82,t1,1სხვა
2013,სხვადასხვა სამრეწველო საქონელი,156 ჩინეთი,0.35,t2,1სხვა
2013,ხელოვნების ნიმუშები და ანტიკვარიატი,156 ჩინეთი,2.74,t2,1სხვა
2014,ცოცხალი ცხოველები და ცხოველური წარმოშობის პროდუქტები,156 ჩინეთი,2.38,t2,1სხვა
2014,მცენარეული წარმოშობის პროდუქტები,156 ჩინეთი,21.96,t1,1სხვა
2014,"კვების მზა პროდუქტები, სასმელები, თამბაქო",156 ჩინეთი,4974.32,t1,1სხვა
2014,მინერალური პროდუქტები,156 ჩინეთი,67391.49,t1,1სხვა
2014,ქიმიური და ფარმაცევტული პროდუქცია,156 ჩინეთი,12.62,t1,1სხვა
2014,"მერქანი, მერქნის და ჩალის ნაწარმი",156 ჩინეთი,28.07,t2,1სხვა
2014,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,156 ჩინეთი,255.79,t2,1სხვა
2014,ტექსტილის მასალები და ნაწარმი,156 ჩინეთი,15.18,t2,1სხვა
2014,სამშენებლო და მოსაპირკეთებელი მასალები,156 ჩინეთი,0.05,t2,1სხვა
2014,არაძვირფასი ლითონები და მათი ნაწარმი,156 ჩინეთი,17648.3,t1,1სხვა
2014,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,156 ჩინეთი,5.15,t2,1სხვა
2014,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,156 ჩინეთი,36.38,t1,1სხვა
2014,"ოპტიკური, საზომ-საკონტროლო, სამედიცინო, მუსიკალური ინსტრუმენტები და მათი ნაწილები",156 ჩინეთი,1.63,t2,1სხვა
2014,სხვადასხვა სამრეწველო საქონელი,156 ჩინეთი,0.01,t2,1სხვა
2014,ხელოვნების ნიმუშები და ანტიკვარიატი,156 ჩინეთი,0.02,t2,1სხვა
2015,ცოცხალი ცხოველები და ცხოველური წარმოშობის პროდუქტები,156 ჩინეთი,25.87,t2,1სხვა
2015,"კვების მზა პროდუქტები, სასმელები, თამბაქო",156 ჩინეთი,8935.77,t1,1სხვა
2015,მინერალური პროდუქტები,156 ჩინეთი,101220.86,t1,1სხვა
2015,ქიმიური და ფარმაცევტული პროდუქცია,156 ჩინეთი,14.14,t1,1სხვა
2015,"პლასტმასები, რეზინი და მათი ნაწარმი",156 ჩინეთი,47.32,t2,1სხვა
2015,"მერქანი, მერქნის და ჩალის ნაწარმი",156 ჩინეთი,0.01,t2,1სხვა
2015,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,156 ჩინეთი,32.56,t2,1სხვა
2015,სამშენებლო და მოსაპირკეთებელი მასალები,156 ჩინეთი,2.48,t2,1სხვა
2015,არაძვირფასი ლითონები და მათი ნაწარმი,156 ჩინეთი,15178.07,t1,1სხვა
2015,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,156 ჩინეთი,222.64,t2,1სხვა
2015,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,156 ჩინეთი,93.49,t1,1სხვა
2015,"ოპტიკური, საზომ-საკონტროლო, სამედიცინო, მუსიკალური ინსტრუმენტები და მათი ნაწილები",156 ჩინეთი,22.67,t2,1სხვა
2015,სხვადასხვა სამრეწველო საქონელი,156 ჩინეთი,7.31,t2,1სხვა
2016,მცენარეული წარმოშობის პროდუქტები,156 ჩინეთი,47.07,t1,1სხვა
2016,"კვების მზა პროდუქტები, სასმელები, თამბაქო",156 ჩინეთი,15431.51,t1,1სხვა
2016,მინერალური პროდუქტები,156 ჩინეთი,152423.04,t1,1სხვა
2016,ქიმიური და ფარმაცევტული პროდუქცია,156 ჩინეთი,1.35,t1,1სხვა
2016,"პლასტმასები, რეზინი და მათი ნაწარმი",156 ჩინეთი,0.21,t2,1სხვა
2016,"ტყავი, ბეწვი და მათი ნაწარმი",156 ჩინეთი,0.08,t2,1სხვა
2016,"მერქანი, მერქნის და ჩალის ნაწარმი",156 ჩინეთი,0,t2,1სხვა
2016,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,156 ჩინეთი,7.89,t2,1სხვა
2016,ტექსტილის მასალები და ნაწარმი,156 ჩინეთი,0,t2,1სხვა
2016,"ფეხსაცმელი, ქოლგები, ხელჯოხები და სხვა ნაწარმი",156 ჩინეთი,0.04,t2,1სხვა
2016,სამშენებლო და მოსაპირკეთებელი მასალები,156 ჩინეთი,1.48,t2,1სხვა
2016,არაძვირფასი ლითონები და მათი ნაწარმი,156 ჩინეთი,4153.4,t1,1სხვა
2016,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,156 ჩინეთი,65.04,t2,1სხვა
2016,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,156 ჩინეთი,2191.77,t1,1სხვა
2016,"ოპტიკური, საზომ-საკონტროლო, სამედიცინო, მუსიკალური ინსტრუმენტები და მათი ნაწილები",156 ჩინეთი,6.76,t2,1სხვა
2016,სხვადასხვა სამრეწველო საქონელი,156 ჩინეთი,0.07,t2,1სხვა
2017,ცოცხალი ცხოველები და ცხოველური წარმოშობის პროდუქტები,156 ჩინეთი,0.02,t2,1სხვა
2017,მცენარეული წარმოშობის პროდუქტები,156 ჩინეთი,538.36,t1,1სხვა
2017,ცხიმები და ზეთები,156 ჩინეთი,66.71,t2,1სხვა
2017,"კვების მზა პროდუქტები, სასმელები, თამბაქო",156 ჩინეთი,23357.52,t1,1სხვა
2017,მინერალური პროდუქტები,156 ჩინეთი,164869.33,t1,1სხვა
2017,ქიმიური და ფარმაცევტული პროდუქცია,156 ჩინეთი,11.46,t1,1სხვა
2017,"პლასტმასები, რეზინი და მათი ნაწარმი",156 ჩინეთი,64.96,t2,1სხვა
2017,"ტყავი, ბეწვი და მათი ნაწარმი",156 ჩინეთი,0.13,t2,1სხვა
2017,"მერქანი, მერქნის და ჩალის ნაწარმი",156 ჩინეთი,16.54,t2,1სხვა
2017,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,156 ჩინეთი,1.02,t2,1სხვა
2017,ტექსტილის მასალები და ნაწარმი,156 ჩინეთი,13.6,t2,1სხვა
2017,სამშენებლო და მოსაპირკეთებელი მასალები,156 ჩინეთი,6.84,t2,1სხვა
2017,ძვირფასი ქვების და ლითონების ნაწარმი,156 ჩინეთი,11.76,t2,1სხვა
2017,არაძვირფასი ლითონები და მათი ნაწარმი,156 ჩინეთი,3092.23,t1,1სხვა
2017,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,156 ჩინეთი,118.42,t2,1სხვა
2017,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,156 ჩინეთი,7519.05,t1,1სხვა
2017,"ოპტიკური, საზომ-საკონტროლო, სამედიცინო, მუსიკალური ინსტრუმენტები და მათი ნაწილები",156 ჩინეთი,2010.5,t2,1სხვა
2017,სხვადასხვა სამრეწველო საქონელი,156 ჩინეთი,0.65,t2,1სხვა
2017,ხელოვნების ნიმუშები და ანტიკვარიატი,156 ჩინეთი,2.6,t2,1სხვა
2018,ცოცხალი ცხოველები და ცხოველური წარმოშობის პროდუქტები,156 ჩინეთი,0.36,t2,1სხვა
2018,მცენარეული წარმოშობის პროდუქტები,156 ჩინეთი,1429.91,t1,1სხვა
2018,"კვების მზა პროდუქტები, სასმელები, თამბაქო",156 ჩინეთი,21572.39,t1,1სხვა
2018,მინერალური პროდუქტები,156 ჩინეთი,156531.85,t1,1სხვა
2018,ქიმიური და ფარმაცევტული პროდუქცია,156 ჩინეთი,1042.92,t1,1სხვა
2018,"პლასტმასები, რეზინი და მათი ნაწარმი",156 ჩინეთი,79.98,t2,1სხვა
2018,"ტყავი, ბეწვი და მათი ნაწარმი",156 ჩინეთი,0.49,t2,1სხვა
2018,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,156 ჩინეთი,3.47,t2,1სხვა
2018,ტექსტილის მასალები და ნაწარმი,156 ჩინეთი,18.61,t2,1სხვა
2018,"ფეხსაცმელი, ქოლგები, ხელჯოხები და სხვა ნაწარმი",156 ჩინეთი,0.19,t2,1სხვა
2018,სამშენებლო და მოსაპირკეთებელი მასალები,156 ჩინეთი,11.52,t2,1სხვა
2018,არაძვირფასი ლითონები და მათი ნაწარმი,156 ჩინეთი,4083.87,t1,1სხვა
2018,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,156 ჩინეთი,147.48,t2,1სხვა
2018,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,156 ჩინეთი,1319.39,t1,1სხვა
2018,"ოპტიკური, საზომ-საკონტროლო, სამედიცინო, მუსიკალური ინსტრუმენტები და მათი ნაწილები",156 ჩინეთი,12860.26,t2,1სხვა
2018,სხვადასხვა სამრეწველო საქონელი,156 ჩინეთი,4.14,t2,1სხვა
2018,ხელოვნების ნიმუშები და ანტიკვარიატი,156 ჩინეთი,1,t2,1სხვა
2019,ცოცხალი ცხოველები და ცხოველური წარმოშობის პროდუქტები,156 ჩინეთი,0.59,t2,1სხვა
2019,მცენარეული წარმოშობის პროდუქტები,156 ჩინეთი,7154.7,t1,1სხვა
2019,ცხიმები და ზეთები,156 ჩინეთი,2.31,t2,1სხვა
2019,"კვების მზა პროდუქტები, სასმელები, თამბაქო",156 ჩინეთი,20573.38,t1,1სხვა
2019,მინერალური პროდუქტები,156 ჩინეთი,158122.14,t1,1სხვა
2019,ქიმიური და ფარმაცევტული პროდუქცია,156 ჩინეთი,3502.37,t1,1სხვა
2019,"პლასტმასები, რეზინი და მათი ნაწარმი",156 ჩინეთი,837.61,t2,1სხვა
2019,"ტყავი, ბეწვი და მათი ნაწარმი",156 ჩინეთი,3.59,t2,1სხვა
2019,"მერქანი, მერქნის და ჩალის ნაწარმი",156 ჩინეთი,0.61,t2,1სხვა
2019,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,156 ჩინეთი,5.2,t2,1სხვა
2019,ტექსტილის მასალები და ნაწარმი,156 ჩინეთი,36.61,t2,1სხვა
2019,"ფეხსაცმელი, ქოლგები, ხელჯოხები და სხვა ნაწარმი",156 ჩინეთი,1.82,t2,1სხვა
2019,სამშენებლო და მოსაპირკეთებელი მასალები,156 ჩინეთი,35.46,t2,1სხვა
2019,ძვირფასი ქვების და ლითონების ნაწარმი,156 ჩინეთი,0.47,t2,1სხვა
2019,არაძვირფასი ლითონები და მათი ნაწარმი,156 ჩინეთი,863.37,t1,1სხვა
2019,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,156 ჩინეთი,846.75,t2,1სხვა
2019,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,156 ჩინეთი,488.19,t1,1სხვა
2019,"ოპტიკური, საზომ-საკონტროლო, სამედიცინო, მუსიკალური ინსტრუმენტები და მათი ნაწილები",156 ჩინეთი,15032.94,t2,1სხვა
2019,"იარაღი, მისი ნაწილები და საკუთნოები",156 ჩინეთი,0.13,t2,1სხვა
2019,სხვადასხვა სამრეწველო საქონელი,156 ჩინეთი,3.45,t2,1სხვა
2019,"საქონელი, რომელიც არ არის განკუთვნილი ეკონომიკური საქმიანობისათვის",156 ჩინეთი,0.1,t2,1სხვა
2020,ცოცხალი ცხოველები და ცხოველური წარმოშობის პროდუქტები,156 ჩინეთი,44.7,t2,1სხვა
2020,მცენარეული წარმოშობის პროდუქტები,156 ჩინეთი,4037.14,t1,1სხვა
2020,"კვების მზა პროდუქტები, სასმელები, თამბაქო",156 ჩინეთი,16302.93,t1,1სხვა
2020,მინერალური პროდუქტები,156 ჩინეთი,433491.37,t1,1სხვა
2020,ქიმიური და ფარმაცევტული პროდუქცია,156 ჩინეთი,2949.51,t1,1სხვა
2020,"პლასტმასები, რეზინი და მათი ნაწარმი",156 ჩინეთი,730.72,t2,1სხვა
2020,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,156 ჩინეთი,1.23,t2,1სხვა
2020,ტექსტილის მასალები და ნაწარმი,156 ჩინეთი,1151.92,t2,1სხვა
2020,"ფეხსაცმელი, ქოლგები, ხელჯოხები და სხვა ნაწარმი",156 ჩინეთი,4.98,t2,1სხვა
2020,სამშენებლო და მოსაპირკეთებელი მასალები,156 ჩინეთი,45.18,t2,1სხვა
2020,არაძვირფასი ლითონები და მათი ნაწარმი,156 ჩინეთი,5039.78,t1,1სხვა
2020,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,156 ჩინეთი,1510.23,t2,1სხვა
2020,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,156 ჩინეთი,85.88,t1,1სხვა
2020,"ოპტიკური, საზომ-საკონტროლო, სამედიცინო, მუსიკალური ინსტრუმენტები და მათი ნაწილები",156 ჩინეთი,11858.31,t2,1სხვა
2020,სხვადასხვა სამრეწველო საქონელი,156 ჩინეთი,0.05,t2,1სხვა
2020,ხელოვნების ნიმუშები და ანტიკვარიატი,156 ჩინეთი,0.3,t2,1სხვა
2020,"საქონელი, რომელიც არ არის განკუთვნილი ეკონომიკური საქმიანობისათვის",156 ჩინეთი,2.14,t2,1სხვა
2021,ცოცხალი ცხოველები და ცხოველური წარმოშობის პროდუქტები,156 ჩინეთი,0.03,t2,1სხვა
2021,მცენარეული წარმოშობის პროდუქტები,156 ჩინეთი,5640.12,t1,1სხვა
2021,"კვების მზა პროდუქტები, სასმელები, თამბაქო",156 ჩინეთი,19318.43,t1,1სხვა
2021,მინერალური პროდუქტები,156 ჩინეთი,541181.21,t1,1სხვა
2021,ქიმიური და ფარმაცევტული პროდუქცია,156 ჩინეთი,3713.1,t1,1სხვა
2021,"პლასტმასები, რეზინი და მათი ნაწარმი",156 ჩინეთი,950.46,t2,1სხვა
2021,"ტყავი, ბეწვი და მათი ნაწარმი",156 ჩინეთი,1.76,t2,1სხვა
2021,"მერქანი, მერქნის და ჩალის ნაწარმი",156 ჩინეთი,36.39,t2,1სხვა
2021,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,156 ჩინეთი,0.05,t2,1სხვა
2021,ტექსტილის მასალები და ნაწარმი,156 ჩინეთი,4.76,t2,1სხვა
2021,"ფეხსაცმელი, ქოლგები, ხელჯოხები და სხვა ნაწარმი",156 ჩინეთი,12.94,t2,1სხვა
2021,სამშენებლო და მოსაპირკეთებელი მასალები,156 ჩინეთი,5.1,t2,1სხვა
2021,ძვირფასი ქვების და ლითონების ნაწარმი,156 ჩინეთი,1.7,t2,1სხვა
2021,არაძვირფასი ლითონები და მათი ნაწარმი,156 ჩინეთი,15863.63,t1,1სხვა
2021,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,156 ჩინეთი,4539.99,t2,1სხვა
2021,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,156 ჩინეთი,450.52,t1,1სხვა
2021,"ოპტიკური, საზომ-საკონტროლო, სამედიცინო, მუსიკალური ინსტრუმენტები და მათი ნაწილები",156 ჩინეთი,23859.21,t2,1სხვა
2021,სხვადასხვა სამრეწველო საქონელი,156 ჩინეთი,1.17,t2,1სხვა
2021,ხელოვნების ნიმუშები და ანტიკვარიატი,156 ჩინეთი,0.1,t2,1სხვა
2021,"საქონელი, რომელიც არ არის განკუთვნილი ეკონომიკური საქმიანობისათვის",156 ჩინეთი,0.53,t2,1სხვა
2009,"კვების მზა პროდუქტები, სასმელები, თამბაქო","158 ტაივანი, ჩინეთის პროვინცია",183.3,t1,1სხვა
2009,ქიმიური და ფარმაცევტული პროდუქცია,"158 ტაივანი, ჩინეთის პროვინცია",0.09,t1,1სხვა
2009,არაძვირფასი ლითონები და მათი ნაწარმი,"158 ტაივანი, ჩინეთის პროვინცია",1005.64,t1,1სხვა
2009,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,"158 ტაივანი, ჩინეთის პროვინცია",11.85,t2,1სხვა
2010,"კვების მზა პროდუქტები, სასმელები, თამბაქო","158 ტაივანი, ჩინეთის პროვინცია",111.86,t1,1სხვა
2010,არაძვირფასი ლითონები და მათი ნაწარმი,"158 ტაივანი, ჩინეთის პროვინცია",339.68,t1,1სხვა
2010,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,"158 ტაივანი, ჩინეთის პროვინცია",74.12,t2,1სხვა
2011,"კვების მზა პროდუქტები, სასმელები, თამბაქო","158 ტაივანი, ჩინეთის პროვინცია",77.53,t1,1სხვა
2011,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,"158 ტაივანი, ჩინეთის პროვინცია",0.08,t2,1სხვა
2011,სამშენებლო და მოსაპირკეთებელი მასალები,"158 ტაივანი, ჩინეთის პროვინცია",0.13,t2,1სხვა
2011,არაძვირფასი ლითონები და მათი ნაწარმი,"158 ტაივანი, ჩინეთის პროვინცია",1901.14,t1,1სხვა
