Year,HS,Country,ThsdUSD1000,Code,CodeRussia
2009,მინერალური პროდუქტები,004 ავღანეთი,0.34,t1,1სხვა
2009,"პლასტმასები, რეზინი და მათი ნაწარმი",004 ავღანეთი,2.32,t2,1სხვა
2009,ტექსტილის მასალები და ნაწარმი,004 ავღანეთი,1.57,t2,1სხვა
2009,"ფეხსაცმელი, ქოლგები, ხელჯოხები და სხვა ნაწარმი",004 ავღანეთი,1.9,t2,1სხვა
2009,არაძვირფასი ლითონები და მათი ნაწარმი,004 ავღანეთი,0.39,t1,1სხვა
2009,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,004 ავღანეთი,213.36,t2,1სხვა
2009,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,004 ავღანეთი,23.5,t1,1სხვა
2009,"ოპტიკური, საზომ-საკონტროლო, სამედიცინო, მუსიკალური ინსტრუმენტები და მათი ნაწილები",004 ავღანეთი,7.75,t2,1სხვა
2010,მინერალური პროდუქტები,004 ავღანეთი,1,t1,1სხვა
2010,ქიმიური და ფარმაცევტული პროდუქცია,004 ავღანეთი,62.59,t1,1სხვა
2010,"ტყავი, ბეწვი და მათი ნაწარმი",004 ავღანეთი,0.01,t2,1სხვა
2010,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,004 ავღანეთი,6.84,t2,1სხვა
2010,ტექსტილის მასალები და ნაწარმი,004 ავღანეთი,1.39,t2,1სხვა
2010,"ფეხსაცმელი, ქოლგები, ხელჯოხები და სხვა ნაწარმი",004 ავღანეთი,0.42,t2,1სხვა
2010,არაძვირფასი ლითონები და მათი ნაწარმი,004 ავღანეთი,42.53,t1,1სხვა
2010,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,004 ავღანეთი,19.41,t2,1სხვა
2010,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,004 ავღანეთი,94.05,t1,1სხვა
2011,ქიმიური და ფარმაცევტული პროდუქცია,004 ავღანეთი,212.01,t1,1სხვა
2011,"პლასტმასები, რეზინი და მათი ნაწარმი",004 ავღანეთი,210.27,t2,1სხვა
2011,"ტყავი, ბეწვი და მათი ნაწარმი",004 ავღანეთი,178.64,t2,1სხვა
2011,"მერქანი, მერქნის და ჩალის ნაწარმი",004 ავღანეთი,0.01,t2,1სხვა
2011,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,004 ავღანეთი,339.02,t2,1სხვა
2011,ტექსტილის მასალები და ნაწარმი,004 ავღანეთი,26.92,t2,1სხვა
2011,"ფეხსაცმელი, ქოლგები, ხელჯოხები და სხვა ნაწარმი",004 ავღანეთი,0.02,t2,1სხვა
2011,სამშენებლო და მოსაპირკეთებელი მასალები,004 ავღანეთი,0.06,t2,1სხვა
2011,არაძვირფასი ლითონები და მათი ნაწარმი,004 ავღანეთი,46.57,t1,1სხვა
2011,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,004 ავღანეთი,997.6,t2,1სხვა
2011,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,004 ავღანეთი,75.76,t1,1სხვა
2011,"ოპტიკური, საზომ-საკონტროლო, სამედიცინო, მუსიკალური ინსტრუმენტები და მათი ნაწილები",004 ავღანეთი,2,t2,1სხვა
2011,სხვადასხვა სამრეწველო საქონელი,004 ავღანეთი,42.29,t2,1სხვა
2012,მინერალური პროდუქტები,004 ავღანეთი,1.64,t1,1სხვა
2012,ქიმიური და ფარმაცევტული პროდუქცია,004 ავღანეთი,1057.51,t1,1სხვა
2012,"პლასტმასები, რეზინი და მათი ნაწარმი",004 ავღანეთი,2998.67,t2,1სხვა
2012,"ტყავი, ბეწვი და მათი ნაწარმი",004 ავღანეთი,784.53,t2,1სხვა
2012,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,004 ავღანეთი,7673.37,t2,1სხვა
2012,ტექსტილის მასალები და ნაწარმი,004 ავღანეთი,81.19,t2,1სხვა
2012,არაძვირფასი ლითონები და მათი ნაწარმი,004 ავღანეთი,421.23,t1,1სხვა
2012,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,004 ავღანეთი,20.54,t2,1სხვა
2012,სხვადასხვა სამრეწველო საქონელი,004 ავღანეთი,182.18,t2,1სხვა
2013,ცოცხალი ცხოველები და ცხოველური წარმოშობის პროდუქტები,004 ავღანეთი,0.93,t2,1სხვა
2013,"კვების მზა პროდუქტები, სასმელები, თამბაქო",004 ავღანეთი,78.66,t1,1სხვა
2013,ქიმიური და ფარმაცევტული პროდუქცია,004 ავღანეთი,873.27,t1,1სხვა
2013,"პლასტმასები, რეზინი და მათი ნაწარმი",004 ავღანეთი,2234.17,t2,1სხვა
2013,"ტყავი, ბეწვი და მათი ნაწარმი",004 ავღანეთი,185.36,t2,1სხვა
2013,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,004 ავღანეთი,4512.59,t2,1სხვა
2013,ტექსტილის მასალები და ნაწარმი,004 ავღანეთი,34.91,t2,1სხვა
2013,არაძვირფასი ლითონები და მათი ნაწარმი,004 ავღანეთი,261.6,t1,1სხვა
2013,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,004 ავღანეთი,13.68,t2,1სხვა
2013,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,004 ავღანეთი,43.48,t1,1სხვა
2013,სხვადასხვა სამრეწველო საქონელი,004 ავღანეთი,13.96,t2,1სხვა
2014,ქიმიური და ფარმაცევტული პროდუქცია,004 ავღანეთი,168.53,t1,1სხვა
2014,"პლასტმასები, რეზინი და მათი ნაწარმი",004 ავღანეთი,622.32,t2,1სხვა
2014,"ტყავი, ბეწვი და მათი ნაწარმი",004 ავღანეთი,65.37,t2,1სხვა
2014,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,004 ავღანეთი,526.93,t2,1სხვა
2014,ტექსტილის მასალები და ნაწარმი,004 ავღანეთი,43.27,t2,1სხვა
2014,სამშენებლო და მოსაპირკეთებელი მასალები,004 ავღანეთი,0,t2,1სხვა
2014,არაძვირფასი ლითონები და მათი ნაწარმი,004 ავღანეთი,108.94,t1,1სხვა
2014,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,004 ავღანეთი,1.31,t2,1სხვა
2014,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,004 ავღანეთი,4.69,t1,1სხვა
2014,"ოპტიკური, საზომ-საკონტროლო, სამედიცინო, მუსიკალური ინსტრუმენტები და მათი ნაწილები",004 ავღანეთი,0.73,t2,1სხვა
2014,სხვადასხვა სამრეწველო საქონელი,004 ავღანეთი,1.39,t2,1სხვა
2015,მინერალური პროდუქტები,004 ავღანეთი,3.36,t1,1სხვა
2015,ქიმიური და ფარმაცევტული პროდუქცია,004 ავღანეთი,302.2,t1,1სხვა
2015,"პლასტმასები, რეზინი და მათი ნაწარმი",004 ავღანეთი,15.42,t2,1სხვა
2015,"ტყავი, ბეწვი და მათი ნაწარმი",004 ავღანეთი,4.18,t2,1სხვა
2015,"მერქანი, მერქნის და ჩალის ნაწარმი",004 ავღანეთი,0.02,t2,1სხვა
2015,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,004 ავღანეთი,0.47,t2,1სხვა
2015,ტექსტილის მასალები და ნაწარმი,004 ავღანეთი,2.45,t2,1სხვა
2015,არაძვირფასი ლითონები და მათი ნაწარმი,004 ავღანეთი,0.25,t1,1სხვა
2015,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,004 ავღანეთი,0.14,t2,1სხვა
2015,სხვადასხვა სამრეწველო საქონელი,004 ავღანეთი,0.23,t2,1სხვა
2016,"კვების მზა პროდუქტები, სასმელები, თამბაქო",004 ავღანეთი,23.68,t1,1სხვა
2016,მინერალური პროდუქტები,004 ავღანეთი,3.95,t1,1სხვა
2016,ქიმიური და ფარმაცევტული პროდუქცია,004 ავღანეთი,1.71,t1,1სხვა
2016,"ტყავი, ბეწვი და მათი ნაწარმი",004 ავღანეთი,10.6,t2,1სხვა
2016,ტექსტილის მასალები და ნაწარმი,004 ავღანეთი,0.06,t2,1სხვა
2016,არაძვირფასი ლითონები და მათი ნაწარმი,004 ავღანეთი,16.8,t1,1სხვა
2017,მცენარეული წარმოშობის პროდუქტები,004 ავღანეთი,19.8,t1,1სხვა
2017,მინერალური პროდუქტები,004 ავღანეთი,2.93,t1,1სხვა
2017,ტექსტილის მასალები და ნაწარმი,004 ავღანეთი,0.7,t2,1სხვა
2017,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,004 ავღანეთი,72.97,t2,1სხვა
2017,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,004 ავღანეთი,11.92,t1,1სხვა
2017,"ოპტიკური, საზომ-საკონტროლო, სამედიცინო, მუსიკალური ინსტრუმენტები და მათი ნაწილები",004 ავღანეთი,30.9,t2,1სხვა
2018,მინერალური პროდუქტები,004 ავღანეთი,11.57,t1,1სხვა
2018,ქიმიური და ფარმაცევტული პროდუქცია,004 ავღანეთი,0.48,t1,1სხვა
2018,"პლასტმასები, რეზინი და მათი ნაწარმი",004 ავღანეთი,0.38,t2,1სხვა
2018,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,004 ავღანეთი,0.02,t2,1სხვა
2018,ტექსტილის მასალები და ნაწარმი,004 ავღანეთი,1.33,t2,1სხვა
2018,არაძვირფასი ლითონები და მათი ნაწარმი,004 ავღანეთი,0.42,t1,1სხვა
2018,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,004 ავღანეთი,66.66,t2,1სხვა
2018,"ოპტიკური, საზომ-საკონტროლო, სამედიცინო, მუსიკალური ინსტრუმენტები და მათი ნაწილები",004 ავღანეთი,0.01,t2,1სხვა
2018,სხვადასხვა სამრეწველო საქონელი,004 ავღანეთი,0.03,t2,1სხვა
2019,მცენარეული წარმოშობის პროდუქტები,004 ავღანეთი,172.87,t1,1სხვა
2019,"კვების მზა პროდუქტები, სასმელები, თამბაქო",004 ავღანეთი,175.24,t1,1სხვა
2019,მინერალური პროდუქტები,004 ავღანეთი,4.43,t1,1სხვა
2019,ქიმიური და ფარმაცევტული პროდუქცია,004 ავღანეთი,46.32,t1,1სხვა
2019,"პლასტმასები, რეზინი და მათი ნაწარმი",004 ავღანეთი,31.95,t2,1სხვა
2019,ტექსტილის მასალები და ნაწარმი,004 ავღანეთი,8.93,t2,1სხვა
2019,არაძვირფასი ლითონები და მათი ნაწარმი,004 ავღანეთი,0.24,t1,1სხვა
2019,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,004 ავღანეთი,28.55,t2,1სხვა
2019,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,004 ავღანეთი,43.47,t1,1სხვა
2020,ქიმიური და ფარმაცევტული პროდუქცია,004 ავღანეთი,0.01,t1,1სხვა
2020,"პლასტმასები, რეზინი და მათი ნაწარმი",004 ავღანეთი,0.21,t2,1სხვა
2020,"ტყავი, ბეწვი და მათი ნაწარმი",004 ავღანეთი,0.01,t2,1სხვა
2020,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,004 ავღანეთი,0.11,t2,1სხვა
2020,ტექსტილის მასალები და ნაწარმი,004 ავღანეთი,11.54,t2,1სხვა
2020,სამშენებლო და მოსაპირკეთებელი მასალები,004 ავღანეთი,71.4,t2,1სხვა
2020,არაძვირფასი ლითონები და მათი ნაწარმი,004 ავღანეთი,2.36,t1,1სხვა
2020,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,004 ავღანეთი,48.42,t2,1სხვა
2020,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,004 ავღანეთი,2.3,t1,1სხვა
2020,"ოპტიკური, საზომ-საკონტროლო, სამედიცინო, მუსიკალური ინსტრუმენტები და მათი ნაწილები",004 ავღანეთი,2.68,t2,1სხვა
2020,სხვადასხვა სამრეწველო საქონელი,004 ავღანეთი,0.05,t2,1სხვა
2021,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,004 ავღანეთი,111.8,t2,1სხვა
2021,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,004 ავღანეთი,312.03,t1,1სხვა
2021,"ოპტიკური, საზომ-საკონტროლო, სამედიცინო, მუსიკალური ინსტრუმენტები და მათი ნაწილები",004 ავღანეთი,17.4,t2,1სხვა
2009,მინერალური პროდუქტები,008 ალბანეთი,3141.81,t1,1სხვა
2010,ქიმიური და ფარმაცევტული პროდუქცია,008 ალბანეთი,984.69,t1,1სხვა
2010,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,008 ალბანეთი,0.82,t2,1სხვა
2011,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,008 ალბანეთი,0.12,t2,1სხვა
2011,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,008 ალბანეთი,17.5,t1,1სხვა
2012,მცენარეული წარმოშობის პროდუქტები,008 ალბანეთი,59.73,t1,1სხვა
2012,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,008 ალბანეთი,191.3,t1,1სხვა
2013,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,008 ალბანეთი,174.74,t1,1სხვა
2014,არაძვირფასი ლითონები და მათი ნაწარმი,008 ალბანეთი,17.06,t1,1სხვა
2014,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,008 ალბანეთი,199.14,t1,1სხვა
2015,"კვების მზა პროდუქტები, სასმელები, თამბაქო",008 ალბანეთი,0.02,t1,1სხვა
2015,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,008 ალბანეთი,204.96,t1,1სხვა
2016,"კვების მზა პროდუქტები, სასმელები, თამბაქო",008 ალბანეთი,78.17,t1,1სხვა
2016,ქიმიური და ფარმაცევტული პროდუქცია,008 ალბანეთი,123.72,t1,1სხვა
2016,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,008 ალბანეთი,5.89,t1,1სხვა
2017,"კვების მზა პროდუქტები, სასმელები, თამბაქო",008 ალბანეთი,22.91,t1,1სხვა
2017,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,008 ალბანეთი,30,t1,1სხვა
2018,"კვების მზა პროდუქტები, სასმელები, თამბაქო",008 ალბანეთი,47.85,t1,1სხვა
2018,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,008 ალბანეთი,243.01,t1,1სხვა
2019,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,008 ალბანეთი,89.98,t2,1სხვა
2019,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,008 ალბანეთი,145.46,t1,1სხვა
2020,"პლასტმასები, რეზინი და მათი ნაწარმი",008 ალბანეთი,0.09,t2,1სხვა
2020,არაძვირფასი ლითონები და მათი ნაწარმი,008 ალბანეთი,0.37,t1,1სხვა
2020,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,008 ალბანეთი,9.23,t2,1სხვა
2020,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,008 ალბანეთი,61.87,t1,1სხვა
2020,"ოპტიკური, საზომ-საკონტროლო, სამედიცინო, მუსიკალური ინსტრუმენტები და მათი ნაწილები",008 ალბანეთი,16.28,t2,1სხვა
2021,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,008 ალბანეთი,5.07,t2,1სხვა
2021,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,008 ალბანეთი,748.91,t1,1სხვა
2021,"საქონელი, რომელიც არ არის განკუთვნილი ეკონომიკური საქმიანობისათვის",008 ალბანეთი,2.12,t2,1სხვა
2010,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,012 ალჟირი,13.1,t2,1სხვა
2010,"ოპტიკური, საზომ-საკონტროლო, სამედიცინო, მუსიკალური ინსტრუმენტები და მათი ნაწილები",012 ალჟირი,13.59,t2,1სხვა
2012,მცენარეული წარმოშობის პროდუქტები,012 ალჟირი,33.67,t1,1სხვა
2012,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,012 ალჟირი,132.73,t1,1სხვა
2013,მინერალური პროდუქტები,012 ალჟირი,350.07,t1,1სხვა
2013,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,012 ალჟირი,796.25,t1,1სხვა
2014,მინერალური პროდუქტები,012 ალჟირი,155.68,t1,1სხვა
2015,"პლასტმასები, რეზინი და მათი ნაწარმი",012 ალჟირი,2.9,t2,1სხვა
2015,"მერქანი, მერქნის და ჩალის ნაწარმი",012 ალჟირი,92.1,t2,1სხვა
2015,არაძვირფასი ლითონები და მათი ნაწარმი,012 ალჟირი,186,t1,1სხვა
2015,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,012 ალჟირი,4.56,t2,1სხვა
2015,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,012 ალჟირი,5.51,t1,1სხვა
2016,მცენარეული წარმოშობის პროდუქტები,012 ალჟირი,633.88,t1,1სხვა
2016,"პლასტმასები, რეზინი და მათი ნაწარმი",012 ალჟირი,22.76,t2,1სხვა
2017,მცენარეული წარმოშობის პროდუქტები,012 ალჟირი,324.57,t1,1სხვა
2018,მცენარეული წარმოშობის პროდუქტები,012 ალჟირი,67.2,t1,1სხვა
2018,"მერქანი, მერქნის და ჩალის ნაწარმი",012 ალჟირი,18.39,t2,1სხვა
2019,მცენარეული წარმოშობის პროდუქტები,012 ალჟირი,285.12,t1,1სხვა
2019,"პლასტმასები, რეზინი და მათი ნაწარმი",012 ალჟირი,59.08,t2,1სხვა
2019,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,012 ალჟირი,6.62,t1,1სხვა
2020,მცენარეული წარმოშობის პროდუქტები,012 ალჟირი,906.04,t1,1სხვა
2021,მცენარეული წარმოშობის პროდუქტები,012 ალჟირი,1024.84,t1,1სხვა
2011,ხელოვნების ნიმუშები და ანტიკვარიატი,020 ანდორა,3.9,t2,1სხვა
2013,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,020 ანდორა,10.25,t1,1სხვა
2009,არაძვირფასი ლითონები და მათი ნაწარმი,024 ანგოლა,28.5,t1,1სხვა
2009,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,024 ანგოლა,41.5,t2,1სხვა
2009,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,024 ანგოლა,3069.37,t1,1სხვა
2010,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,024 ანგოლა,0.15,t1,1სხვა
2014,მცენარეული წარმოშობის პროდუქტები,024 ანგოლა,89.76,t1,1სხვა
2015,მცენარეული წარმოშობის პროდუქტები,024 ანგოლა,3029.14,t1,1სხვა
2016,მცენარეული წარმოშობის პროდუქტები,024 ანგოლა,2076.14,t1,1სხვა
2017,მცენარეული წარმოშობის პროდუქტები,024 ანგოლა,6327.39,t1,1სხვა
2018,მცენარეული წარმოშობის პროდუქტები,024 ანგოლა,2361.86,t1,1სხვა
2019,მცენარეული წარმოშობის პროდუქტები,024 ანგოლა,15.6,t1,1სხვა
2019,"კვების მზა პროდუქტები, სასმელები, თამბაქო",024 ანგოლა,0.05,t1,1სხვა
2021,"კვების მზა პროდუქტები, სასმელები, თამბაქო",024 ანგოლა,0.03,t1,1სხვა
2012,ქიმიური და ფარმაცევტული პროდუქცია,028 ანტიგუა და ბარბუდა,0.07,t1,1სხვა
2012,სამშენებლო და მოსაპირკეთებელი მასალები,028 ანტიგუა და ბარბუდა,2.86,t2,1სხვა
2012,არაძვირფასი ლითონები და მათი ნაწარმი,028 ანტიგუა და ბარბუდა,0.14,t1,1სხვა
2009,ცოცხალი ცხოველები და ცხოველური წარმოშობის პროდუქტები,031 აზერბაიჯანი,20376.36,t2,1სხვა
2009,მცენარეული წარმოშობის პროდუქტები,031 აზერბაიჯანი,7129.21,t1,1სხვა
2009,"კვების მზა პროდუქტები, სასმელები, თამბაქო",031 აზერბაიჯანი,24243.73,t1,1სხვა
2009,მინერალური პროდუქტები,031 აზერბაიჯანი,26886.06,t1,1სხვა
2009,ქიმიური და ფარმაცევტული პროდუქცია,031 აზერბაიჯანი,13847.47,t1,1სხვა
2009,"პლასტმასები, რეზინი და მათი ნაწარმი",031 აზერბაიჯანი,499.32,t2,1სხვა
2009,"ტყავი, ბეწვი და მათი ნაწარმი",031 აზერბაიჯანი,76.85,t2,1სხვა
2009,"მერქანი, მერქნის და ჩალის ნაწარმი",031 აზერბაიჯანი,2025.7,t2,1სხვა
2009,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,031 აზერბაიჯანი,946.71,t2,1სხვა
2009,ტექსტილის მასალები და ნაწარმი,031 აზერბაიჯანი,421.2,t2,1სხვა
2009,"ფეხსაცმელი, ქოლგები, ხელჯოხები და სხვა ნაწარმი",031 აზერბაიჯანი,986.53,t2,1სხვა
2009,სამშენებლო და მოსაპირკეთებელი მასალები,031 აზერბაიჯანი,1321.19,t2,1სხვა
2009,ძვირფასი ქვების და ლითონების ნაწარმი,031 აზერბაიჯანი,2.86,t2,1სხვა
2009,არაძვირფასი ლითონები და მათი ნაწარმი,031 აზერბაიჯანი,6092.53,t1,1სხვა
2009,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,031 აზერბაიჯანი,5583.56,t2,1სხვა
2009,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,031 აზერბაიჯანი,52636.87,t1,1სხვა
2009,"ოპტიკური, საზომ-საკონტროლო, სამედიცინო, მუსიკალური ინსტრუმენტები და მათი ნაწილები",031 აზერბაიჯანი,1468.09,t2,1სხვა
2009,სხვადასხვა სამრეწველო საქონელი,031 აზერბაიჯანი,1089.21,t2,1სხვა
2009,ხელოვნების ნიმუშები და ანტიკვარიატი,031 აზერბაიჯანი,0.37,t2,1სხვა
2010,ცოცხალი ცხოველები და ცხოველური წარმოშობის პროდუქტები,031 აზერბაიჯანი,21768.02,t2,1სხვა
2010,მცენარეული წარმოშობის პროდუქტები,031 აზერბაიჯანი,12399.93,t1,1სხვა
2010,ცხიმები და ზეთები,031 აზერბაიჯანი,41.29,t2,1სხვა
2010,"კვების მზა პროდუქტები, სასმელები, თამბაქო",031 აზერბაიჯანი,23774.31,t1,1სხვა
2010,მინერალური პროდუქტები,031 აზერბაიჯანი,7793.01,t1,1სხვა
2010,ქიმიური და ფარმაცევტული პროდუქცია,031 აზერბაიჯანი,14794.75,t1,1სხვა
2010,"პლასტმასები, რეზინი და მათი ნაწარმი",031 აზერბაიჯანი,428.65,t2,1სხვა
2010,"ტყავი, ბეწვი და მათი ნაწარმი",031 აზერბაიჯანი,167.36,t2,1სხვა
2010,"მერქანი, მერქნის და ჩალის ნაწარმი",031 აზერბაიჯანი,771.43,t2,1სხვა
2010,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,031 აზერბაიჯანი,1462.6,t2,1სხვა
2010,ტექსტილის მასალები და ნაწარმი,031 აზერბაიჯანი,670.77,t2,1სხვა
2010,"ფეხსაცმელი, ქოლგები, ხელჯოხები და სხვა ნაწარმი",031 აზერბაიჯანი,91.85,t2,1სხვა
2010,სამშენებლო და მოსაპირკეთებელი მასალები,031 აზერბაიჯანი,2139.58,t2,1სხვა
2010,ძვირფასი ქვების და ლითონების ნაწარმი,031 აზერბაიჯანი,5.95,t2,1სხვა
2010,არაძვირფასი ლითონები და მათი ნაწარმი,031 აზერბაიჯანი,24626.07,t1,1სხვა
2010,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,031 აზერბაიჯანი,5041.43,t2,1სხვა
2010,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,031 აზერბაიჯანი,136521.71,t1,1სხვა
2010,"ოპტიკური, საზომ-საკონტროლო, სამედიცინო, მუსიკალური ინსტრუმენტები და მათი ნაწილები",031 აზერბაიჯანი,1307.3,t2,1სხვა
2010,სხვადასხვა სამრეწველო საქონელი,031 აზერბაიჯანი,2435.81,t2,1სხვა
2011,ცოცხალი ცხოველები და ცხოველური წარმოშობის პროდუქტები,031 აზერბაიჯანი,34200.77,t2,1სხვა
2011,მცენარეული წარმოშობის პროდუქტები,031 აზერბაიჯანი,13136.55,t1,1სხვა
2011,ცხიმები და ზეთები,031 აზერბაიჯანი,119.35,t2,1სხვა
2011,"კვების მზა პროდუქტები, სასმელები, თამბაქო",031 აზერბაიჯანი,27945.11,t1,1სხვა
2011,მინერალური პროდუქტები,031 აზერბაიჯანი,21130.78,t1,1სხვა
2011,ქიმიური და ფარმაცევტული პროდუქცია,031 აზერბაიჯანი,18491.3,t1,1სხვა
2011,"პლასტმასები, რეზინი და მათი ნაწარმი",031 აზერბაიჯანი,914.03,t2,1სხვა
2011,"ტყავი, ბეწვი და მათი ნაწარმი",031 აზერბაიჯანი,56.66,t2,1სხვა
2011,"მერქანი, მერქნის და ჩალის ნაწარმი",031 აზერბაიჯანი,1226.67,t2,1სხვა
2011,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,031 აზერბაიჯანი,1416.7,t2,1სხვა
2011,ტექსტილის მასალები და ნაწარმი,031 აზერბაიჯანი,929.35,t2,1სხვა
2011,"ფეხსაცმელი, ქოლგები, ხელჯოხები და სხვა ნაწარმი",031 აზერბაიჯანი,143.01,t2,1სხვა
2011,სამშენებლო და მოსაპირკეთებელი მასალები,031 აზერბაიჯანი,4416.92,t2,1სხვა
2011,ძვირფასი ქვების და ლითონების ნაწარმი,031 აზერბაიჯანი,120.86,t2,1სხვა
2011,არაძვირფასი ლითონები და მათი ნაწარმი,031 აზერბაიჯანი,44194.84,t1,1სხვა
2011,ელექტროტექნიკური მანქანა-მოწყობილობები და მათი ნაწილები,031 აზერბაიჯანი,19776.65,t2,1სხვა
2011,მიწისზედა სატრანსპორტო საშუალებები და მათი ნაწილები,031 აზერბაიჯანი,234547.75,t1,1სხვა
2011,"ოპტიკური, საზომ-საკონტროლო, სამედიცინო, მუსიკალური ინსტრუმენტები და მათი ნაწილები",031 აზერბაიჯანი,1483.54,t2,1სხვა
2011,"იარაღი, მისი ნაწილები და საკუთნოები",031 აზერბაიჯანი,0.61,t2,1სხვა
2011,სხვადასხვა სამრეწველო საქონელი,031 აზერბაიჯანი,1654.95,t2,1სხვა
2011,ხელოვნების ნიმუშები და ანტიკვარიატი,031 აზერბაიჯანი,0.57,t2,1სხვა
2012,ცოცხალი ცხოველები და ცხოველური წარმოშობის პროდუქტები,031 აზერბაიჯანი,48739.02,t2,1სხვა
2012,მცენარეული წარმოშობის პროდუქტები,031 აზერბაიჯანი,15160.51,t1,1სხვა
2012,"კვების მზა პროდუქტები, სასმელები, თამბაქო",031 აზერბაიჯანი,29517.14,t1,1სხვა
2012,მინერალური პროდუქტები,031 აზერბაიჯანი,36172.29,t1,1სხვა
2012,ქიმიური და ფარმაცევტული პროდუქცია,031 აზერბაიჯანი,29280.51,t1,1სხვა
2012,"პლასტმასები, რეზინი და მათი ნაწარმი",031 აზერბაიჯანი,2192.04,t2,1სხვა
2012,"ტყავი, ბეწვი და მათი ნაწარმი",031 აზერბაიჯანი,27.03,t2,1სხვა
2012,"მერქანი, მერქნის და ჩალის ნაწარმი",031 აზერბაიჯანი,1466.16,t2,1სხვა
2012,ბოჭკოვანი და ცელულოზური მასალების ნაწარმი,031 აზერბაიჯანი,1387.19,t2,1სხვა
2012,ტექსტილის მასალები და ნაწარმი,031 აზერბაიჯანი,421.87,t2,1სხვა
2012,"ფეხსაცმელი, ქოლგები, ხელჯოხები და სხვა ნაწარმი",031 აზერბაიჯანი,59.33,t2,1სხვა
2012,სამშენებლო და მოსაპირკეთებელი მასალები,031 აზერბაიჯანი,3109.36,t2,1სხვა
