Country,ThsdUSD1000,Year,Code,Additional
ვიეტნამი,2711.891709,2017,4სხვა ქვეყნები,
ზამბია,1.19775,2017,4სხვა ქვეყნები,
ზიმბაბვე,4747.51,2017,4სხვა ქვეყნები,
თურქეთი,216674.9863,2017,4სხვა ქვეყნები,
იაპონია,7359.742924,2017,4სხვა ქვეყნები,
ინდოეთი,8961.803049,2017,4სხვა ქვეყნები,
ინდონეზია,0.26685,2017,4სხვა ქვეყნები,
იორდანია,86.82880887,2017,4სხვა ქვეყნები,
ირანი,76740.4386,2017,4სხვა ქვეყნები,
ისლანდია,42.69365096,2017,4სხვა ქვეყნები,
ისრაელი,7034.736817,2017,4სხვა ქვეყნები,
კანადა,2368.041976,2017,4სხვა ქვეყნები,
კენია,1579.9207,2017,4სხვა ქვეყნები,
კოლუმბია,681.9909973,2017,4სხვა ქვეყნები,
"კორეა, რესპუბლიკა",17450.52955,2017,4სხვა ქვეყნები,
კოსტარიკა,16.8,2017,4სხვა ქვეყნები,
კოტდივუარი,1.2,2017,4სხვა ქვეყნები,
კუბა,2.65,2017,4სხვა ქვეყნები,
ლიბანი,444.0222792,2017,4სხვა ქვეყნები,
ლიბია,1025.587328,2017,4სხვა ქვეყნები,
ლიხტენშტაინი,60.09862111,2017,4სხვა ქვეყნები,
მაკაუ,4.28748,2017,4სხვა ქვეყნები,
"მაკედონია, იუგოსლავიის ყოფილი რესპუბლიკა",145.6798765,2017,4სხვა ქვეყნები,
მალავი,2954.7,2017,4სხვა ქვეყნები,
მალაიზია,66.33966879,2017,4სხვა ქვეყნები,
მაროკო,2785.309943,2017,4სხვა ქვეყნები,
მარტინიკა,57.67632,2017,4სხვა ქვეყნები,
მექსიკა,11727,2017,4სხვა ქვეყნები,
მონღოლეთი,1092.345246,2017,4სხვა ქვეყნები,
მონტენეგრო,125.4,2017,4სხვა ქვეყნები,
ნეპალი,0.208255238,2017,4სხვა ქვეყნები,
ნიგერი,92.5,2017,4სხვა ქვეყნები,
ნიგერია,17.05920779,2017,4სხვა ქვეყნები,
ნორვეგია,850.0095058,2017,4სხვა ქვეყნები,
ომანი,9.498106603,2017,4სხვა ქვეყნები,
პაკისტანი,779.6922803,2017,4სხვა ქვეყნები,
პალესტინა,76.6,2017,4სხვა ქვეყნები,
პანამა,1979.832147,2017,4სხვა ქვეყნები,
პარაგვაი,0.11019,2017,4სხვა ქვეყნები,
პერუ,3982.394693,2017,4სხვა ქვეყნები,
სამხრეთი აფრიკა,103.06755,2017,4სხვა ქვეყნები,
საუდების არაბეთი,3917.888393,2017,4სხვა ქვეყნები,
სენეგალი,181.0966404,2017,4სხვა ქვეყნები,
სერბეთი,220.5954336,2017,4სხვა ქვეყნები,
სიერალეონე,11.52024,2017,4სხვა ქვეყნები,
სინგაპური,13754.25262,2017,4სხვა ქვეყნები,
სირია,173.4565,2017,4სხვა ქვეყნები,
სუდანი,1806.898675,2017,4სხვა ქვეყნები,
"ტაივანი, ჩინეთის პროვინცია",963.7422546,2017,4სხვა ქვეყნები,
ტაილანდი,254.8407825,2017,4სხვა ქვეყნები,
ტანზანია,998.289,2017,4სხვა ქვეყნები,
ტუნისი,2424.125,2017,4სხვა ქვეყნები,
უგანდა,91.3117,2017,4სხვა ქვეყნები,
ურუგვაი,45.70118,2017,4სხვა ქვეყნები,
ფილიპინები,276.55075,2017,4სხვა ქვეყნები,
ქუვეითი,1678.216949,2017,4სხვა ქვეყნები,
ყატარი,1281.227721,2017,4სხვა ქვეყნები,
შვეიცარია,71560.35825,2017,4სხვა ქვეყნები,
შრილანკა,0.512970338,2017,4სხვა ქვეყნები,
ჩილე,477.56423,2017,4სხვა ქვეყნები,
ჩინეთი,201701.713,2017,1ჩინეთი,
ჰონკონგი,6348.423008,2017,4სხვა ქვეყნები,
ავსტრია,8044.782091,2018,4სხვა ქვეყნები,
ბელგია,21819.32245,2018,4სხვა ქვეყნები,
ბულგარეთი,259166.251,2018,4სხვა ქვეყნები,
გერმანია,51393.89435,2018,4სხვა ქვეყნები,
დანია,1574.442882,2018,4სხვა ქვეყნები,
ესპანეთი,61780.36849,2018,4სხვა ქვეყნები,
ესტონეთი,6596.654433,2018,4სხვა ქვეყნები,
ირლანდია,602.8041393,2018,4სხვა ქვეყნები,
იტალია,43340.62677,2018,4სხვა ქვეყნები,
კვიპროსი,1655.061579,2018,4სხვა ქვეყნები,
ლატვია,10192.42928,2018,4სხვა ქვეყნები,
ლიეტუვა (ლიტვა),43356.37305,2018,4სხვა ქვეყნები,
ლუქსემბურგი,11.78820819,2018,4სხვა ქვეყნები,
მალტა,16850.62518,2018,4სხვა ქვეყნები,
ნიდერლანდები,46154.97442,2018,4სხვა ქვეყნები,
პოლონეთი,15240.23846,2018,4სხვა ქვეყნები,
რუმინეთი,57839.95897,2018,4სხვა ქვეყნები,
საბერძნეთი,3240.559146,2018,4სხვა ქვეყნები,
საფრანგეთი,44749.78925,2018,4სხვა ქვეყნები,
სლოვაკეთი,3823.743707,2018,4სხვა ქვეყნები,
სლოვენია,3542.991547,2018,4სხვა ქვეყნები,
უნგრეთი,1060.742343,2018,4სხვა ქვეყნები,
ფინეთი,157.0588401,2018,4სხვა ქვეყნები,
შვედეთი,384.8913535,2018,4სხვა ქვეყნები,
ჩეხეთი,9095.050931,2018,4სხვა ქვეყნები,
ხორვატია,1184.151567,2018,4სხვა ქვეყნები,
აზერბაიჯანი,507644.4979,2018,3აზერბაიჯანი,
ბელარუსი,28445.79896,2018,4სხვა ქვეყნები,
თურქმენეთი,39120.29136,2018,4სხვა ქვეყნები,
მოლდოვა,3381.62811,2018,4სხვა ქვეყნები,
რუსეთი,437749.2924,2018,2რუსეთი,
სომხეთი,286334.8087,2018,4სხვა ქვეყნები,
ტაჯიკეთი,6703.490369,2018,4სხვა ქვეყნები,
უზბეკეთი,80488.82001,2018,4სხვა ქვეყნები,
უკრაინა,179520.1707,2018,4სხვა ქვეყნები,
ყაზახეთი,90688.49069,2018,4სხვა ქვეყნები,
ყირგიზეთი,29074.65819,2018,4სხვა ქვეყნები,
ავსტრალია,1242.326843,2018,4სხვა ქვეყნები,
ავღანეთი,80.90997391,2018,4სხვა ქვეყნები,
ალბანეთი,290.8648282,2018,4სხვა ქვეყნები,
ალჟირი,85.58672549,2018,4სხვა ქვეყნები,
ანგოლა,2361.855,2018,4სხვა ქვეყნები,
არაბთა გაერთიანებული საამიროები,44026.6406,2018,4სხვა ქვეყნები,
არგენტინა,210.614,2018,4სხვა ქვეყნები,
აშშ,159900.048,2018,4სხვა ქვეყნები,
ბანგლადეში,403.7880891,2018,4სხვა ქვეყნები,
ბაჰრეინი,100.484,2018,4სხვა ქვეყნები,
ბელიზი,278.2631791,2018,4სხვა ქვეყნები,
ბრაზილია,679.81545,2018,4სხვა ქვეყნები,
გაერთიანებული სამეფო,16364.7495,2018,4სხვა ქვეყნები,
გამბია,27.53652663,2018,4სხვა ქვეყნები,
განა,81.76058339,2018,4სხვა ქვეყნები,
გვატემალა,3835.827,2018,4სხვა ქვეყნები,
გიბრალტარი,2.048534941,2018,4სხვა ქვეყნები,
ეგვიპტე,3281.796596,2018,4სხვა ქვეყნები,
ერაყი,21636.92737,2018,4სხვა ქვეყნები,
ვიეტნამი,5685.39189,2018,4სხვა ქვეყნები,
ზიმბაბვე,2316.87482,2018,4სხვა ქვეყნები,
თურქეთი,241376.0421,2018,4სხვა ქვეყნები,
იაპონია,11394.51548,2018,4სხვა ქვეყნები,
ინდოეთი,5678.505439,2018,4სხვა ქვეყნები,
ინდონეზია,208.7689421,2018,4სხვა ქვეყნები,
იორდანია,130.9414239,2018,4სხვა ქვეყნები,
ირანი,74289.55325,2018,4სხვა ქვეყნები,
ისლანდია,139.8903,2018,4სხვა ქვეყნები,
ისრაელი,9298.432438,2018,4სხვა ქვეყნები,
კანადა,9224.104193,2018,4სხვა ქვეყნები,
კენია,523.01138,2018,4სხვა ქვეყნები,
კოლუმბია,4864.458405,2018,4სხვა ქვეყნები,
კონგო,7.394722503,2018,4სხვა ქვეყნები,
"კორეა, რესპუბლიკა",15213.11565,2018,4სხვა ქვეყნები,
კოსტარიკა,470.34,2018,4სხვა ქვეყნები,
კოტდივუარი,0.41327831,2018,4სხვა ქვეყნები,
კუბა,219.365,2018,4სხვა ქვეყნები,
ლიბანი,1318.133278,2018,4სხვა ქვეყნები,
ლიბერია,17.3313,2018,4სხვა ქვეყნები,
ლიბია,457.77905,2018,4სხვა ქვეყნები,
მაკაუ,9.44334,2018,4სხვა ქვეყნები,
"მაკედონია, იუგოსლავიის ყოფილი რესპუბლიკა",304.1631747,2018,4სხვა ქვეყნები,
მალავი,2472.9,2018,4სხვა ქვეყნები,
მალაიზია,1100.67557,2018,4სხვა ქვეყნები,
მალდივები,160.4,2018,4სხვა ქვეყნები,
მალი,33.4321007,2018,4სხვა ქვეყნები,
მაროკო,1755.21548,2018,4სხვა ქვეყნები,
მარტინიკა,57.67632,2018,4სხვა ქვეყნები,
მექსიკა,265.1705652,2018,4სხვა ქვეყნები,
მონაკო,0.36,2018,4სხვა ქვეყნები,
მონღოლეთი,1873.646723,2018,4სხვა ქვეყნები,
მონტენეგრო,362.9,2018,4სხვა ქვეყნები,
ნიგერი,22.73270373,2018,4სხვა ქვეყნები,
ნიგერია,170.9214935,2018,4სხვა ქვეყნები,
ნორვეგია,421.6463035,2018,4სხვა ქვეყნები,
ომანი,20.57077636,2018,4სხვა ქვეყნები,
პაკისტანი,203.7627372,2018,4სხვა ქვეყნები,
პანამა,2518.278431,2018,4სხვა ქვეყნები,
პარაგვაი,0.525,2018,4სხვა ქვეყნები,
პერუ,9582.806625,2018,4სხვა ქვეყნები,
სამხრეთი აფრიკა,326.6437771,2018,4სხვა ქვეყნები,
საუდების არაბეთი,3519.907284,2018,4სხვა ქვეყნები,
სენეგალი,7.96539039,2018,4სხვა ქვეყნები,
სერბეთი,21.89186137,2018,4სხვა ქვეყნები,
სინგაპური,13004.45651,2018,4სხვა ქვეყნები,
სირია,433.7445109,2018,4სხვა ქვეყნები,
სუდანი,305.3504409,2018,4სხვა ქვეყნები,
"ტაივანი, ჩინეთის პროვინცია",3005.179814,2018,4სხვა ქვეყნები,
ტაილანდი,1022.360533,2018,4სხვა ქვეყნები,
ტანზანია,3084.299254,2018,4სხვა ქვეყნები,
ტრინიდადი და ტობაგო,30.98304,2018,4სხვა ქვეყნები,
ტუნისი,1838.4,2018,4სხვა ქვეყნები,
უგანდა,4.99,2018,4სხვა ქვეყნები,
ურუგვაი,712.99555,2018,4სხვა ქვეყნები,
ფილიპინები,287.5946978,2018,4სხვა ქვეყნები,
ქუვეითი,1702.565222,2018,4სხვა ქვეყნები,
ყატარი,1110.48388,2018,4სხვა ქვეყნები,
შვეიცარია,77453.15573,2018,4სხვა ქვეყნები,
შრილანკა,24.1136,2018,4სხვა ქვეყნები,
ჩადი,0.7138,2018,4სხვა ქვეყნები,
ჩილე,4489.4911,2018,4სხვა ქვეყნები,
ჩინეთი,199107.8248,2018,1ჩინეთი,
ცენტრალური აფრიკა,4.246086955,2018,4სხვა ქვეყნები,
ჰაიტი,32.66395,2018,4სხვა ქვეყნები,
ჰონდურასი,1219.2467,2018,4სხვა ქვეყნები,
ჰონკონგი,5906.22036,2018,4სხვა ქვეყნები,
ავსტრია,1860.059686,2019,4სხვა ქვეყნები,
ბელგია,13517.39015,2019,4სხვა ქვეყნები,
ბულგარეთი,299702.407,2019,4სხვა ქვეყნები,
გერმანია,54317.39594,2019,4სხვა ქვეყნები,
დანია,626.40424,2019,4სხვა ქვეყნები,
ესპანეთი,46032.75239,2019,4სხვა ქვეყნები,
ესტონეთი,5869.480899,2019,4სხვა ქვეყნები,
ირლანდია,1264.872645,2019,4სხვა ქვეყნები,
იტალია,40493.88635,2019,4სხვა ქვეყნები,
კვიპროსი,2497.72846,2019,4სხვა ქვეყნები,
ლატვია,10652.70874,2019,4სხვა ქვეყნები,
ლიეტუვა (ლიტვა),45021.29678,2019,4სხვა ქვეყნები,
ლუქსემბურგი,26.80786339,2019,4სხვა ქვეყნები,
მალტა,587.2884087,2019,4სხვა ქვეყნები,
ნიდერლანდები,28230.10228,2019,4სხვა ქვეყნები,
პოლონეთი,27681.86315,2019,4სხვა ქვეყნები,
პორტუგალია,353.162731,2019,4სხვა ქვეყნები,
რუმინეთი,178235.637,2019,4სხვა ქვეყნები,
საბერძნეთი,3881.811115,2019,4სხვა ქვეყნები,
საფრანგეთი,29150.10135,2019,4სხვა ქვეყნები,
სლოვაკეთი,888.4469277,2019,4სხვა ქვეყნები,
სლოვენია,2267.895256,2019,4სხვა ქვეყნები,
უნგრეთი,1177.620091,2019,4სხვა ქვეყნები,
ფინეთი,163.2606385,2019,4სხვა ქვეყნები,
შვედეთი,679.4743964,2019,4სხვა ქვეყნები,
ჩეხეთი,10277.50292,2019,4სხვა ქვეყნები,
ხორვატია,291.7973171,2019,4სხვა ქვეყნები,
აზერბაიჯანი,508680.8115,2019,3აზერბაიჯანი,
ბელარუსი,44058.003,2019,4სხვა ქვეყნები,
თურქმენეთი,59283.49462,2019,4სხვა ქვეყნები,
მოლდოვა,9072.018598,2019,4სხვა ქვეყნები,
რუსეთი,496974.4682,2019,2რუსეთი,
სომხეთი,432560.3146,2019,4სხვა ქვეყნები,
ტაჯიკეთი,9173.17701,2019,4სხვა ქვეყნები,
უზბეკეთი,89158.2041,2019,4სხვა ქვეყნები,
უკრაინა,250923.6217,2019,4სხვა ქვეყნები,
ყაზახეთი,66993.76839,2019,4სხვა ქვეყნები,
ყირგიზეთი,76330.79208,2019,4სხვა ქვეყნები,
ავსტრალია,1077.834213,2019,4სხვა ქვეყნები,
ავღანეთი,511.9962108,2019,4სხვა ქვეყნები,
ალბანეთი,235.436025,2019,4სხვა ქვეყნები,
ალჟირი,350.8168332,2019,4სხვა ქვეყნები,
ანგოლა,15.65,2019,4სხვა ქვეყნები,
არაბთა გაერთიანებული საამიროები,65399.06791,2019,4სხვა ქვეყნები,
არგენტინა,417.94318,2019,4სხვა ქვეყნები,
აშშ,132251.3516,2019,4სხვა ქვეყნები,
ახალი ზელანდია,235.1731313,2019,4სხვა ქვეყნები,
ბანგლადეში,222.28145,2019,4სხვა ქვეყნები,
ბაჰრეინი,151.8725,2019,4სხვა ქვეყნები,
ბოსნია და ჰერცეგოვინა,19.944943,2019,4სხვა ქვეყნები,
ბრაზილია,7582.55692,2019,4სხვა ქვეყნები,
ბურუნდი,975.43,2019,4სხვა ქვეყნები,
ბუტანი,3.01,2019,4სხვა ქვეყნები,
გაერთიანებული სამეფო,29197.39767,2019,4სხვა ქვეყნები,
განა,92.4001039,2019,4სხვა ქვეყნები,
გვინეა,10.62,2019,4სხვა ქვეყნები,
ეგვიპტე,583.7496565,2019,4სხვა ქვეყნები,
ეკვადორი,68.93076,2019,4სხვა ქვეყნები,
ერაყი,18912.07741,2019,4სხვა ქვეყნები,
ვენესუელა,68.60184,2019,4სხვა ქვეყნები,
ვიეტნამი,6462.612162,2019,4სხვა ქვეყნები,
თურქეთი,202340.8622,2019,4სხვა ქვეყნები,
იაპონია,12291.91773,2019,4სხვა ქვეყნები,
ინდოეთი,3863.084309,2019,4სხვა ქვეყნები,
ინდონეზია,813.92077,2019,4სხვა ქვეყნები,
იორდანია,289.9626466,2019,4სხვა ქვეყნები,
ირანი,71122.53707,2019,4სხვა ქვეყნები,
ისლანდია,2.059426775,2019,4სხვა ქვეყნები,
ისრაელი,14317.94633,2019,4სხვა ქვეყნები,
კამბოჯა,111.5100274,2019,4სხვა ქვეყნები,
კამერუნი,116.9750245,2019,4სხვა ქვეყნები,
კანადა,2552.193388,2019,4სხვა ქვეყნები,
კენია,1671.09616,2019,4სხვა ქვეყნები,
კოლუმბია,3257.172642,2019,4სხვა ქვეყნები,
კონგო,27.55,2019,4სხვა ქვეყნები,
"კორეა, რესპუბლიკა",7456.684239,2019,4სხვა ქვეყნები,
კუბა,963.409,2019,4სხვა ქვეყნები,
ლიბანი,437.2824134,2019,4სხვა ქვეყნები,
ლიბია,291.3547721,2019,4სხვა ქვეყნები,
"მაკედონია, იუგოსლავიის ყოფილი რესპუბლიკა",104.4988627,2019,4სხვა ქვეყნები,
მალაიზია,876.22676,2019,4სხვა ქვეყნები,
მალი,851.7714593,2019,4სხვა ქვეყნები,
მაროკო,288.1442753,2019,4სხვა ქვეყნები,
მექსიკა,704.76272,2019,4სხვა ქვეყნები,
მონაკო,11.96227223,2019,4სხვა ქვეყნები,
მონღოლეთი,1401.435999,2019,4სხვა ქვეყნები,
მონტენეგრო,130.73,2019,4სხვა ქვეყნები,
ნეპალი,19.35,2019,4სხვა ქვეყნები,
ნიგერი,44.0988,2019,4სხვა ქვეყნები,
ნიგერია,91.83462242,2019,4სხვა ქვეყნები,
ნორვეგია,73.88294639,2019,4სხვა ქვეყნები,
ომანი,91.73781464,2019,4სხვა ქვეყნები,
პაკისტანი,335.9766257,2019,4სხვა ქვეყნები,
პალესტინა,65.7,2019,4სხვა ქვეყნები,
პანამა,2366.355857,2019,4სხვა ქვეყნები,
პარაგვაი,54.81102869,2019,4სხვა ქვეყნები,
პერუ,9688.35884,2019,4სხვა ქვეყნები,
რუანდა,17.482,2019,4სხვა ქვეყნები,
სამხრეთი აფრიკა,424.8547952,2019,4სხვა ქვეყნები,
საუდების არაბეთი,7731.666067,2019,4სხვა ქვეყნები,
საფრანგეთის პოლინეზია,134.2,2019,4სხვა ქვეყნები,
სეიშელები,19.046,2019,4სხვა ქვეყნები,
სენეგალი,76.78501391,2019,4სხვა ქვეყნები,
სერბეთი,441.7837406,2019,4სხვა ქვეყნები,
სინგაპური,14348.38128,2019,4სხვა ქვეყნები,
სირია,95.008,2019,4სხვა ქვეყნები,
სომალი,48.72152,2019,4სხვა ქვეყნები,
სუდანი,233.7084362,2019,4სხვა ქვეყნები,
"ტაივანი, ჩინეთის პროვინცია",2589.464427,2019,4სხვა ქვეყნები,
ტაილანდი,456.659858,2019,4სხვა ქვეყნები,
ტანზანია,4179.901456,2019,4სხვა ქვეყნები,
ტოგო,5,2019,4სხვა ქვეყნები,
ტუნისი,1525.855714,2019,4სხვა ქვეყნები,
უგანდა,8.78764,2019,4სხვა ქვეყნები,
ურუგვაი,749.60733,2019,4სხვა ქვეყნები,
ფილიპინები,497.1725392,2019,4სხვა ქვეყნები,
ქუვეითი,5186.660404,2019,4სხვა ქვეყნები,
ყატარი,1119.468702,2019,4სხვა ქვეყნები,
შვეიცარია,82551.67231,2019,4სხვა ქვეყნები,
შრილანკა,1.35175,2019,4სხვა ქვეყნები,
ჩადი,2057.728871,2019,4სხვა ქვეყნები,
ჩილე,4968.796898,2019,4სხვა ქვეყნები,
ჩინეთი,207511.7906,2019,1ჩინეთი,
ჯიბუტი,7.288884744,2019,4სხვა ქვეყნები,
ჰონკონგი,8471.766922,2019,4სხვა ქვეყნები,
ავსტრია,1443.983665,2020,4სხვა ქვეყნები,
ბელგია,18004.36525,2020,4სხვა ქვეყნები,
ბულგარეთი,312735.5828,2020,4სხვა ქვეყნები,
გერმანია,61387.398,2020,4სხვა ქვეყნები,
დანია,937.3747037,2020,4სხვა ქვეყნები,
ესპანეთი,83751.68857,2020,4სხვა ქვეყნები,
ესტონეთი,5564.573531,2020,4სხვა ქვეყნები,
ირლანდია,2020.573722,2020,4სხვა ქვეყნები,
იტალია,34648.91576,2020,4სხვა ქვეყნები,
კვიპროსი,470.2926108,2020,4სხვა ქვეყნები,
ლატვია,9473.146532,2020,4სხვა ქვეყნები,
ლიეტუვა (ლიტვა),35690.93217,2020,4სხვა ქვეყნები,
ლუქსემბურგი,244.048146,2020,4სხვა ქვეყნები,
მალტა,344.2490765,2020,4სხვა ქვეყნები,
ნიდერლანდები,24114.46933,2020,4სხვა ქვეყნები,
პოლონეთი,28446.58194,2020,4სხვა ქვეყნები,
პორტუგალია,244.3419445,2020,4სხვა ქვეყნები,
რუმინეთი,20439.73394,2020,4სხვა ქვეყნები,
საბერძნეთი,5865.825072,2020,4სხვა ქვეყნები,
საფრანგეთი,32951.36399,2020,4სხვა ქვეყნები,
სლოვაკეთი,1206.783201,2020,4სხვა ქვეყნები,
სლოვენია,4137.83201,2020,4სხვა ქვეყნები,
უნგრეთი,1405.811799,2020,4სხვა ქვეყნები,
ფინეთი,642.6647879,2020,4სხვა ქვეყნები,
შვედეთი,671.6998241,2020,4სხვა ქვეყნები,
ჩეხეთი,9419.428694,2020,4სხვა ქვეყნები,
ხორვატია,504.6416007,2020,4სხვა ქვეყნები,
აზერბაიჯანი,441293.19,2020,3აზერბაიჯანი,
ბელარუსი,47304.98245,2020,4სხვა ქვეყნები,
თურქმენეთი,13222.93806,2020,4სხვა ქვეყნები,
მოლდოვა,11437.65222,2020,4სხვა ქვეყნები,
რუსეთი,441105.0477,2020,2რუსეთი,
სომხეთი,187481.4872,2020,4სხვა ქვეყნები,
ტაჯიკეთი,10887.43291,2020,4სხვა ქვეყნები,
უზბეკეთი,73223.6008,2020,4სხვა ქვეყნები,
უკრაინა,217524.3092,2020,4სხვა ქვეყნები,
ყაზახეთი,47622.93375,2020,4სხვა ქვეყნები,
ყირგიზეთი,18212.4748,2020,4სხვა ქვეყნები,
ავსტრალია,6464.099569,2020,4სხვა ქვეყნები,
ავღანეთი,139.0746136,2020,4სხვა ქვეყნები,
ალბანეთი,87.83736733,2020,4სხვა ქვეყნები,
ალჟირი,906.041334,2020,4სხვა ქვეყნები,
არაბთა გაერთიანებული საამიროები,30417.19401,2020,4სხვა ქვეყნები,
აშშ,80040.25215,2020,4სხვა ქვეყნები,
ახალი ზელანდია,30.9266,2020,4სხვა ქვეყნები,
ბანგლადეში,30.62,2020,4სხვა ქვეყნები,
ბაჰრეინი,51.51354546,2020,4სხვა ქვეყნები,
ბელიზი,364.46098,2020,4სხვა ქვეყნები,
ბენინი,57.70239187,2020,4სხვა ქვეყნები,
ბოსნია და ჰერცეგოვინა,137.2621692,2020,4სხვა ქვეყნები,
ბრაზილია,1176.87744,2020,4სხვა ქვეყნები,
ბურკინაფასო,687.5651561,2020,4სხვა ქვეყნები,
ბურუნდი,73.61,2020,4სხვა ქვეყნები,
გაბონი,483.22569,2020,4სხვა ქვეყნები,
გაერთიანებული სამეფო,19752.16368,2020,4სხვა ქვეყნები,
განა,612.20132,2020,4სხვა ქვეყნები,
გერნზი,2.65,2020,4სხვა ქვეყნები,
დომინიკელთა რესპუბლიკა,18.7092,2020,4სხვა ქვეყნები,
ეგვიპტე,119.025895,2020,4სხვა ქვეყნები,
ეკვადორი,24.80565,2020,4სხვა ქვეყნები,
ერაყი,18144.62121,2020,4სხვა ქვეყნები,
ვიეტნამი,4060.023341,2020,4სხვა ქვეყნები,
თურქეთი,190571.7975,2020,4სხვა ქვეყნები,
იაპონია,16742.51897,2020,4სხვა ქვეყნები,
იემენი,73.89,2020,4სხვა ქვეყნები,
ინდოეთი,2758.930938,2020,4სხვა ქვეყნები,
ინდონეზია,739.3691545,2020,4სხვა ქვეყნები,
იორდანია,1183.57096,2020,4სხვა ქვეყნები,
ირანი,29082.73149,2020,4სხვა ქვეყნები,
ისრაელი,21406.83446,2020,4სხვა ქვეყნები,
კამბოჯა,19.6509,2020,4სხვა ქვეყნები,
კამერუნი,1926.32498,2020,4სხვა ქვეყნები,
კანადა,6699.975644,2020,4სხვა ქვეყნები,
კენია,757.1389,2020,4სხვა ქვეყნები,
კოლუმბია,3963.376801,2020,4სხვა ქვეყნები,
"კორეა, რესპუბლიკა",6259.187154,2020,4სხვა ქვეყნები,
კოსტარიკა,24.2638,2020,4სხვა ქვეყნები,
კოტდივუარი,259.2,2020,4სხვა ქვეყნები,
კუბა,915.545,2020,4სხვა ქვეყნები,
ლიბანი,204.7268317,2020,4სხვა ქვეყნები,
ლიბერია,108,2020,4სხვა ქვეყნები,
ლიბია,341.886875,2020,4სხვა ქვეყნები,
მავრიკი,5.467,2020,4სხვა ქვეყნები,
მაკაუ,5.6304,2020,4სხვა ქვეყნები,
"მაკედონია, იუგოსლავიის ყოფილი რესპუბლიკა",194.8840379,2020,4სხვა ქვეყნები,
მალავი,2.1008,2020,4სხვა ქვეყნები,
მალაიზია,437.3516,2020,4სხვა ქვეყნები,
მალდივები,14.02095,2020,4სხვა ქვეყნები,
მაროკო,3491.946279,2020,4სხვა ქვეყნები,
მექსიკა,779.55972,2020,4სხვა ქვეყნები,
მიანმარი,116.5737771,2020,4სხვა ქვეყნები,
მონღოლეთი,1313.472472,2020,4სხვა ქვეყნები,
მონტენეგრო,306.6197243,2020,4სხვა ქვეყნები,
ნეპალი,21,2020,4სხვა ქვეყნები,
ნიგერი,20.5,2020,4სხვა ქვეყნები,
ნიგერია,223.2428656,2020,4სხვა ქვეყნები,
ნორვეგია,144.174562,2020,4სხვა ქვეყნები,
ომანი,601.1695441,2020,4სხვა ქვეყნები,
პაკისტანი,165.1506756,2020,4სხვა ქვეყნები,
პალესტინა,190.92,2020,4სხვა ქვეყნები,
პანამა,673.6004738,2020,4სხვა ქვეყნები,
პერუ,15746.0954,2020,4სხვა ქვეყნები,
პუერტორიკო,29.2292,2020,4სხვა ქვეყნები,
რუანდა,57.71170487,2020,4სხვა ქვეყნები,
სალვადორი,16.56426866,2020,4სხვა ქვეყნები,
სამხრეთი აფრიკა,626.7949589,2020,4სხვა ქვეყნები,
საუდების არაბეთი,19213.77864,2020,4სხვა ქვეყნები,
სენეგალი,90.4005743,2020,4სხვა ქვეყნები,
სერბეთი,50.20175636,2020,4სხვა ქვეყნები,
სინგაპური,19557.79439,2020,4სხვა ქვეყნები,
სირია,569.752,2020,4სხვა ქვეყნები,
სომალი,58.2713,2020,4სხვა ქვეყნები,
სუდანი,162.24,2020,4სხვა ქვეყნები,
სურინამი,423.2828,2020,4სხვა ქვეყნები,
"ტაივანი, ჩინეთის პროვინცია",3622.876863,2020,4სხვა ქვეყნები,
ტაილანდი,432.1468229,2020,4სხვა ქვეყნები,
ტანზანია,8679.5671,2020,4სხვა ქვეყნები,
ტუნისი,3465.57343,2020,4სხვა ქვეყნები,
უგანდა,4.645,2020,4სხვა ქვეყნები,
ურუგვაი,622.10464,2020,4სხვა ქვეყნები,
ფილიპინები,192.4229265,2020,4სხვა ქვეყნები,
ქუვეითი,2085.705401,2020,4სხვა ქვეყნები,
ყატარი,1078.742666,2020,4სხვა ქვეყნები,
შვეიცარია,106802.8119,2020,4სხვა ქვეყნები,
შრილანკა,7.409441703,2020,4სხვა ქვეყნები,
ჩადი,12031.62451,2020,4სხვა ქვეყნები,
ჩილე,3422.9636,2020,4სხვა ქვეყნები,
ჩინეთი,477256.3648,2020,1ჩინეთი,
ჰონკონგი,4422.723337,2020,4სხვა ქვეყნები,
ავსტრია,1524.05273,2021,4სხვა ქვეყნები,
ბელგია,22249.84308,2021,4სხვა ქვეყნები,
ბულგარეთი,253948.4526,2021,4სხვა ქვეყნები,
გერმანია,67902.08135,2021,4სხვა ქვეყნები,
დანია,2158.800254,2021,4სხვა ქვეყნები,
ესპანეთი,89328.2013,2021,4სხვა ქვეყნები,
ესტონეთი,3540.628287,2021,4სხვა ქვეყნები,
ირლანდია,1832.656863,2021,4სხვა ქვეყნები,
იტალია,58331.928,2021,4სხვა ქვეყნები,
კვიპროსი,271.6095328,2021,4სხვა ქვეყნები,
ლატვია,10954.55818,2021,4სხვა ქვეყნები,
ლიეტუვა (ლიტვა),48127.86411,2021,4სხვა ქვეყნები,
ლუქსემბურგი,20.7810093,2021,4სხვა ქვეყნები,
მალტა,125.9180967,2021,4სხვა ქვეყნები,
ნიდერლანდები,29123.55754,2021,4სხვა ქვეყნები,
პოლონეთი,35325.04249,2021,4სხვა ქვეყნები,
პორტუგალია,729.909688,2021,4სხვა ქვეყნები,
