Country,ThsdUSD1000,Year,Code,Additional
ავსტრია,29.55,1995,4სხვა ქვეყნები,საქართველოს ექსპორტი ქვეყნების მიხედვით
ბელგია,37.1,1995,4სხვა ქვეყნები,წყარო: სსიპ საქართველოს ფინანსთა სამინისტროს შემოსავლების სამსახური; 
ბულგარეთი,5657.429,1995,4სხვა ქვეყნები," სს ,,საქართველოს სახელმწიფო ელექტროსისტემა”; "
გერმანია,1180.4475,1995,4სხვა ქვეყნები,სს  „ელექტროენერგეტიკული სისტემის კომერციული ოპერატორი“.
დანია,287.199,1995,4სხვა ქვეყნები,"შპს ,,საქართველოს გაზის ტრანსპორტირების კომპანია”. "
ესპანეთი,13.5,1995,4სხვა ქვეყნები,0.0 მაჩვენებლის სიდიდე უმნიშვნელოა.
ესტონეთი,131.658,1995,4სხვა ქვეყნები,პირობითი აღნიშვნები:
იტალია,2758.37,1995,4სხვა ქვეყნები,მოვლენა არ არსებობს.
ლატვია,26.579,1995,4სხვა ქვეყნები,(ათასი აშშ დოლარი)
ლიეტუვა (ლიტვა),85.362,1995,4სხვა ქვეყნები,
ნიდერლანდები,1134.973,1995,4სხვა ქვეყნები,
პოლონეთი,94.086,1995,4სხვა ქვეყნები,
პორტუგალია,106.879,1995,4სხვა ქვეყნები,
საბერძნეთი,369.342,1995,4სხვა ქვეყნები,
საფრანგეთი,892.43,1995,4სხვა ქვეყნები,
ჩეხეთი,3.6,1995,4სხვა ქვეყნები,
აზერბაიჯანი,13384.3956,1995,3აზერბაიჯანი,
ბელარუსი,2134.1,1995,4სხვა ქვეყნები,
თურქმენეთი,6536.13,1995,4სხვა ქვეყნები,
მოლდოვა,148.969,1995,4სხვა ქვეყნები,
რუსეთი,48633.9156,1995,2რუსეთი,
სომხეთი,18040.0838,1995,4სხვა ქვეყნები,
ტაჯიკეთი,251.548,1995,4სხვა ქვეყნები,
უზბეკეთი,800.885,1995,4სხვა ქვეყნები,
უკრაინა,5773.8585,1995,4სხვა ქვეყნები,
ყაზახეთი,1778.097,1995,4სხვა ქვეყნები,
ყირგიზეთი,506.348,1995,4სხვა ქვეყნები,
ავღანეთი,26.4,1995,4სხვა ქვეყნები,
ალბანეთი,267.352,1995,4სხვა ქვეყნები,
ანგუილა,375.374,1995,4სხვა ქვეყნები,
აშშ,628.277,1995,4სხვა ქვეყნები,
გაერთიანებული სამეფო,428.277,1995,4სხვა ქვეყნები,
თურქეთი,34287.66,1995,4სხვა ქვეყნები,
იაპონია,58.84,1995,4სხვა ქვეყნები,
ინდოეთი,317.044,1995,4სხვა ქვეყნები,
იორდანია,15,1995,4სხვა ქვეყნები,
ირანი,789.215,1995,4სხვა ქვეყნები,
ისრაელი,12.112,1995,4სხვა ქვეყნები,
კანადა,32.923,1995,4სხვა ქვეყნები,
ლიბანი,5.432,1995,4სხვა ქვეყნები,
ლიხტენშტაინი,40,1995,4სხვა ქვეყნები,
მონღოლეთი,203.782,1995,4სხვა ქვეყნები,
სინგაპური,35,1995,4სხვა ქვეყნები,
"ტაივანი, ჩინეთის პროვინცია",77.774,1995,4სხვა ქვეყნები,
ტაილანდი,3.042,1995,4სხვა ქვეყნები,
შვეიცარია,6137.422,1995,4სხვა ქვეყნები,
ჩინეთი,661.536,1995,1ჩინეთი,
ავსტრია,41.865,1996,4სხვა ქვეყნები,
ბელგია,175.5,1996,4სხვა ქვეყნები,
ბულგარეთი,12180.604,1996,4სხვა ქვეყნები,
გერმანია,4476.3388,1996,4სხვა ქვეყნები,
დანია,612.607,1996,4სხვა ქვეყნები,
ესტონეთი,171.336,1996,4სხვა ქვეყნები,
ირლანდია,135.937,1996,4სხვა ქვეყნები,
იტალია,1740.409,1996,4სხვა ქვეყნები,
კვიპროსი,9,1996,4სხვა ქვეყნები,
ლატვია,332.559,1996,4სხვა ქვეყნები,
ლიეტუვა (ლიტვა),353.527,1996,4სხვა ქვეყნები,
ნიდერლანდები,639.582,1996,4სხვა ქვეყნები,
პოლონეთი,217.574,1996,4სხვა ქვეყნები,
პორტუგალია,197.344,1996,4სხვა ქვეყნები,
რუმინეთი,1774.532,1996,4სხვა ქვეყნები,
საბერძნეთი,3122.86205,1996,4სხვა ქვეყნები,
საფრანგეთი,75.613,1996,4სხვა ქვეყნები,
სლოვაკეთი,17.887,1996,4სხვა ქვეყნები,
უნგრეთი,258.803,1996,4სხვა ქვეყნები,
ჩეხეთი,46.874,1996,4სხვა ქვეყნები,
აზერბაიჯანი,24714.3831,1996,3აზერბაიჯანი,
ბელარუსი,1382.704,1996,4სხვა ქვეყნები,
თურქმენეთი,13431.793,1996,4სხვა ქვეყნები,
მოლდოვა,104.189,1996,4სხვა ქვეყნები,
რუსეთი,57582.212,1996,2რუსეთი,
სომხეთი,21200.34,1996,4სხვა ქვეყნები,
ტაჯიკეთი,485.761,1996,4სხვა ქვეყნები,
უზბეკეთი,2856.76,1996,4სხვა ქვეყნები,
უკრაინა,5434.33205,1996,4სხვა ქვეყნები,
ყაზახეთი,2424.302,1996,4სხვა ქვეყნები,
ყირგიზეთი,315.866,1996,4სხვა ქვეყნები,
ავღანეთი,87.611,1996,4სხვა ქვეყნები,
აშშ,1347.136,1996,4სხვა ქვეყნები,
გაერთიანებული სამეფო,8381.668,1996,4სხვა ქვეყნები,
ეგვიპტე,14.469,1996,4სხვა ქვეყნები,
თურქეთი,25926.3447,1996,4სხვა ქვეყნები,
იაპონია,37.254,1996,4სხვა ქვეყნები,
ინდოეთი,188.905,1996,4სხვა ქვეყნები,
ირანი,2219.366,1996,4სხვა ქვეყნები,
ისრაელი,120.848,1996,4სხვა ქვეყნები,
"კორეა, რესპუბლიკა",61.453,1996,4სხვა ქვეყნები,
ლიბანი,2.7,1996,4სხვა ქვეყნები,
ლიხტენშტაინი,252.794,1996,4სხვა ქვეყნები,
მადაგასკარი,17.85,1996,4სხვა ქვეყნები,
მონღოლეთი,188.135,1996,4სხვა ქვეყნები,
სერბიამონტენეგრო,27.828,1996,4სხვა ქვეყნები,
სირია,10.742,1996,4სხვა ქვეყნები,
ტაილანდი,77.175,1996,4სხვა ქვეყნები,
შვეიცარია,7204.63,1996,4სხვა ქვეყნები,
ჩინეთი,342,1996,1ჩინეთი,
ავსტრია,155.283,1997,4სხვა ქვეყნები,
ბელგია,2443.996,1997,4სხვა ქვეყნები,
ბულგარეთი,8753.829,1997,4სხვა ქვეყნები,
გერმანია,5867.302,1997,4სხვა ქვეყნები,
დანია,214.639,1997,4სხვა ქვეყნები,
ესპანეთი,79.833,1997,4სხვა ქვეყნები,
ესტონეთი,113.429,1997,4სხვა ქვეყნები,
იტალია,5114.6,1997,4სხვა ქვეყნები,
კვიპროსი,45,1997,4სხვა ქვეყნები,
ლატვია,83.995,1997,4სხვა ქვეყნები,
ლიეტუვა (ლიტვა),219.195,1997,4სხვა ქვეყნები,
ნიდერლანდები,686.232,1997,4სხვა ქვეყნები,
პოლონეთი,800.09,1997,4სხვა ქვეყნები,
პორტუგალია,160.405,1997,4სხვა ქვეყნები,
რუმინეთი,149.703,1997,4სხვა ქვეყნები,
საბერძნეთი,1177.702,1997,4სხვა ქვეყნები,
საფრანგეთი,18.43,1997,4სხვა ქვეყნები,
სლოვაკეთი,1.563,1997,4სხვა ქვეყნები,
უნგრეთი,41.093,1997,4სხვა ქვეყნები,
შვედეთი,22.485,1997,4სხვა ქვეყნები,
ჩეხეთი,290.191,1997,4სხვა ქვეყნები,
აზერბაიჯანი,25106.767,1997,3აზერბაიჯანი,
ბელარუსი,1060.887,1997,4სხვა ქვეყნები,
თურქმენეთი,5733.859,1997,4სხვა ქვეყნები,
მოლდოვა,275.289,1997,4სხვა ქვეყნები,
რუსეთი,69273.1366,1997,2რუსეთი,
სომხეთი,19172.294,1997,4სხვა ქვეყნები,
ტაჯიკეთი,669.213,1997,4სხვა ქვეყნები,
უზბეკეთი,4813.5746,1997,4სხვა ქვეყნები,
უკრაინა,8423.175,1997,4სხვა ქვეყნები,
ყაზახეთი,3814.543,1997,4სხვა ქვეყნები,
ყირგიზეთი,179.437,1997,4სხვა ქვეყნები,
ავსტრალია,0.084,1997,4სხვა ქვეყნები,
ანგუილა,6972.208,1997,4სხვა ქვეყნები,
არაბთა გაერთიანებული საამიროები,115.726,1997,4სხვა ქვეყნები,
აშშ,4247.037,1997,4სხვა ქვეყნები,
გაერთიანებული სამეფო,4208.494,1997,4სხვა ქვეყნები,
ეგვიპტე,108.186,1997,4სხვა ქვეყნები,
"ვირჯინის კუნძულები, ბრიტანეთი",418.101,1997,4სხვა ქვეყნები,
თურქეთი,39448.28,1997,4სხვა ქვეყნები,
იაპონია,7.62,1997,4სხვა ქვეყნები,
ინდოეთი,304.632,1997,4სხვა ქვეყნები,
ინდონეზია,57,1997,4სხვა ქვეყნები,
ირანი,3778.641,1997,4სხვა ქვეყნები,
ისრაელი,172.339,1997,4სხვა ქვეყნები,
კენია,103.421,1997,4სხვა ქვეყნები,
კოლუმბია,10.6,1997,4სხვა ქვეყნები,
"კორეა, რესპუბლიკა",1.748,1997,4სხვა ქვეყნები,
ლიხტენშტაინი,87.151,1997,4სხვა ქვეყნები,
მალაიზია,3700.68,1997,4სხვა ქვეყნები,
მალდივები,16,1997,4სხვა ქვეყნები,
მონღოლეთი,414.63,1997,4სხვა ქვეყნები,
ნორვეგია,191.045,1997,4სხვა ქვეყნები,
პაკისტანი,6.9,1997,4სხვა ქვეყნები,
სერბიამონტენეგრო,152.728,1997,4სხვა ქვეყნები,
სირია,2.141,1997,4სხვა ქვეყნები,
ტაილანდი,8.695,1997,4სხვა ქვეყნები,
უგანდა,1.2,1997,4სხვა ქვეყნები,
შვეიცარია,13848.973,1997,4სხვა ქვეყნები,
ჩინეთი,882.004,1997,1ჩინეთი,
ავსტრია,129.582,1998,4სხვა ქვეყნები,
ბელგია,2046.117,1998,4სხვა ქვეყნები,
ბულგარეთი,3087.39615,1998,4სხვა ქვეყნები,
გერმანია,12382.03221,1998,4სხვა ქვეყნები,
დანია,409.99501,1998,4სხვა ქვეყნები,
ესპანეთი,744.598628,1998,4სხვა ქვეყნები,
ესტონეთი,196.9200559,1998,4სხვა ქვეყნები,
ირლანდია,10.01,1998,4სხვა ქვეყნები,
იტალია,9375.979305,1998,4სხვა ქვეყნები,
კვიპროსი,394.5462317,1998,4სხვა ქვეყნები,
ლატვია,148.19358,1998,4სხვა ქვეყნები,
ლიეტუვა (ლიტვა),202.43582,1998,4სხვა ქვეყნები,
ნიდერლანდები,3329.767533,1998,4სხვა ქვეყნები,
პოლონეთი,795.3000289,1998,4სხვა ქვეყნები,
პორტუგალია,83.6,1998,4სხვა ქვეყნები,
რუმინეთი,79.95,1998,4სხვა ქვეყნები,
საბერძნეთი,477.65075,1998,4სხვა ქვეყნები,
საფრანგეთი,6153.776203,1998,4სხვა ქვეყნები,
უნგრეთი,330.414,1998,4სხვა ქვეყნები,
ფინეთი,0.015,1998,4სხვა ქვეყნები,
ჩეხეთი,147.42711,1998,4სხვა ქვეყნები,
აზერბაიჯანი,18636.22846,1998,3აზერბაიჯანი,
ბელარუსი,892.62533,1998,4სხვა ქვეყნები,
თურქმენეთი,1367.29441,1998,4სხვა ქვეყნები,
მოლდოვა,149.0519,1998,4სხვა ქვეყნები,
რუსეთი,54935.84774,1998,2რუსეთი,
სომხეთი,18023.31833,1998,4სხვა ქვეყნები,
ტაჯიკეთი,570.95945,1998,4სხვა ქვეყნები,
უზბეკეთი,1588.77159,1998,4სხვა ქვეყნები,
უკრაინა,7323.339338,1998,4სხვა ქვეყნები,
ყაზახეთი,2345.85397,1998,4სხვა ქვეყნები,
ყირგიზეთი,192.66571,1998,4სხვა ქვეყნები,
ავსტრალია,19.225,1998,4სხვა ქვეყნები,
არაბთა გაერთიანებული საამიროები,440.54868,1998,4სხვა ქვეყნები,
არგენტინა,1.5,1998,4სხვა ქვეყნები,
აშშ,10978.30143,1998,4სხვა ქვეყნები,
ახალი ზელანდია,7.62,1998,4სხვა ქვეყნები,
ბაჰრეინი,0.004,1998,4სხვა ქვეყნები,
ბუტანი,31.314,1998,4სხვა ქვეყნები,
გაერთიანებული სამეფო,1252.029254,1998,4სხვა ქვეყნები,
ეგვიპტე,34.912,1998,4სხვა ქვეყნები,
ვატიკანი,0.5,1998,4სხვა ქვეყნები,
ვიეტნამი,9.879,1998,4სხვა ქვეყნები,
"ვირჯინის კუნძულები, ბრიტანეთი",255.577,1998,4სხვა ქვეყნები,
ზამბია,213.75,1998,4სხვა ქვეყნები,
თურქეთი,20939.77296,1998,4სხვა ქვეყნები,
იაპონია,2.52,1998,4სხვა ქვეყნები,
ინდოეთი,359.83489,1998,4სხვა ქვეყნები,
ირანი,2536.285546,1998,4სხვა ქვეყნები,
ისრაელი,117.1582929,1998,4სხვა ქვეყნები,
კანადა,166.1806,1998,4სხვა ქვეყნები,
კენია,78.29,1998,4სხვა ქვეყნები,
კოლუმბია,4,1998,4სხვა ქვეყნები,
"მაკედონია, იუგოსლავიის ყოფილი რესპუბლიკა",24.8,1998,4სხვა ქვეყნები,
მონღოლეთი,335.151,1998,4სხვა ქვეყნები,
ნიგერია,2.15299,1998,4სხვა ქვეყნები,
ნიკარაგუა,7.835,1998,4სხვა ქვეყნები,
ნორვეგია,82.42863551,1998,4სხვა ქვეყნები,
პანამა,57.156,1998,4სხვა ქვეყნები,
პერუ,8,1998,4სხვა ქვეყნები,
სერბიამონტენეგრო,94.2195,1998,4სხვა ქვეყნები,
სირია,609.436,1998,4სხვა ქვეყნები,
ტაილანდი,0.023,1998,4სხვა ქვეყნები,
ტოგო,10.5,1998,4სხვა ქვეყნები,
შვეიცარია,5444.48422,1998,4სხვა ქვეყნები,
ჩინეთი,640.4135245,1998,1ჩინეთი,
ავსტრია,448.5696138,1999,4სხვა ქვეყნები,
ბელგია,580.2693289,1999,4სხვა ქვეყნები,
ბულგარეთი,390.0568887,1999,4სხვა ქვეყნები,
გერმანია,25086.63138,1999,4სხვა ქვეყნები,
დანია,261.7392216,1999,4სხვა ქვეყნები,
ესპანეთი,2069.298064,1999,4სხვა ქვეყნები,
ესტონეთი,213.4446164,1999,4სხვა ქვეყნები,
ირლანდია,22.31790642,1999,4სხვა ქვეყნები,
იტალია,10817.04099,1999,4სხვა ქვეყნები,
კვიპროსი,777.20233,1999,4სხვა ქვეყნები,
ლატვია,301.3560923,1999,4სხვა ქვეყნები,
ლიეტუვა (ლიტვა),1439.223949,1999,4სხვა ქვეყნები,
მალტა,8.7989,1999,4სხვა ქვეყნები,
ნიდერლანდები,2258.370771,1999,4სხვა ქვეყნები,
პოლონეთი,330.4421756,1999,4სხვა ქვეყნები,
პორტუგალია,112.9304,1999,4სხვა ქვეყნები,
რუმინეთი,267.66519,1999,4სხვა ქვეყნები,
საბერძნეთი,3050.288395,1999,4სხვა ქვეყნები,
საფრანგეთი,780.6168106,1999,4სხვა ქვეყნები,
სლოვაკეთი,29.2486,1999,4სხვა ქვეყნები,
სლოვენია,54.305,1999,4სხვა ქვეყნები,
უნგრეთი,399.32433,1999,4სხვა ქვეყნები,
ფინეთი,2,1999,4სხვა ქვეყნები,
შვედეთი,37.12951,1999,4სხვა ქვეყნები,
ჩეხეთი,1009.226725,1999,4სხვა ქვეყნები,
ხორვატია,26.69695,1999,4სხვა ქვეყნები,
აზერბაიჯანი,16936.79442,1999,3აზერბაიჯანი,
ბელარუსი,570.0684884,1999,4სხვა ქვეყნები,
თურქმენეთი,12670.92931,1999,4სხვა ქვეყნები,
მოლდოვა,119.85947,1999,4სხვა ქვეყნები,
რუსეთი,47601.01732,1999,2რუსეთი,
სომხეთი,14990.68495,1999,4სხვა ქვეყნები,
ტაჯიკეთი,1037.51973,1999,4სხვა ქვეყნები,
უზბეკეთი,944.6468622,1999,4სხვა ქვეყნები,
უკრაინა,10516.37469,1999,4სხვა ქვეყნები,
ყაზახეთი,1749.7136,1999,4სხვა ქვეყნები,
ყირგიზეთი,159.22531,1999,4სხვა ქვეყნები,
ავსტრალია,20.71758,1999,4სხვა ქვეყნები,
ალბანეთი,110.5957,1999,4სხვა ქვეყნები,
ანგოლა,311.69229,1999,4სხვა ქვეყნები,
არაბთა გაერთიანებული საამიროები,2943.6765,1999,4სხვა ქვეყნები,
არგენტინა,0.82629,1999,4სხვა ქვეყნები,
აშშ,10148.19526,1999,4სხვა ქვეყნები,
ახალი ზელანდია,12.412,1999,4სხვა ქვეყნები,
ბელიზი,0.2,1999,4სხვა ქვეყნები,
ბრაზილია,0.10622,1999,4სხვა ქვეყნები,
ბუტანი,112.80019,1999,4სხვა ქვეყნები,
გაბონი,42,1999,4სხვა ქვეყნები,
გაერთიანებული სამეფო,4174.023877,1999,4სხვა ქვეყნები,
ეგვიპტე,48.21315,1999,4სხვა ქვეყნები,
ერაყი,0.65,1999,4სხვა ქვეყნები,
თურქეთი,37677.08772,1999,4სხვა ქვეყნები,
იაპონია,403.99451,1999,4სხვა ქვეყნები,
ინდოეთი,291.6649,1999,4სხვა ქვეყნები,
ინდონეზია,10.125,1999,4სხვა ქვეყნები,
იორდანია,88.657,1999,4სხვა ქვეყნები,
ირანი,2972.43932,1999,4სხვა ქვეყნები,
ისლანდია,0.07527,1999,4სხვა ქვეყნები,
ისრაელი,373.0563818,1999,4სხვა ქვეყნები,
კანადა,99.14861,1999,4სხვა ქვეყნები,
კონგო,8000,1999,4სხვა ქვეყნები,
ლიხტენშტაინი,368.49033,1999,4სხვა ქვეყნები,
მონღოლეთი,461.3554,1999,4სხვა ქვეყნები,
ნორვეგია,55.68149778,1999,4სხვა ქვეყნები,
პაკისტანი,1,1999,4სხვა ქვეყნები,
პანამა,356.73416,1999,4სხვა ქვეყნები,
სერბიამონტენეგრო,195.3471823,1999,4სხვა ქვეყნები,
სინგაპური,929,1999,4სხვა ქვეყნები,
სირია,3870.82907,1999,4სხვა ქვეყნები,
ტაილანდი,0.10256,1999,4სხვა ქვეყნები,
შვეიცარია,5637.08936,1999,4სხვა ქვეყნები,
ჩილე,4,1999,4სხვა ქვეყნები,
ჩინეთი,212.598498,1999,1ჩინეთი,
ავსტრია,59.235,2000,4სხვა ქვეყნები,
ბელგია,578.88887,2000,4სხვა ქვეყნები,
ბულგარეთი,2418.2988,2000,4სხვა ქვეყნები,
გერმანია,34069.94157,2000,4სხვა ქვეყნები,
დანია,500.3216,2000,4სხვა ქვეყნები,
ესპანეთი,2359.81855,2000,4სხვა ქვეყნები,
ესტონეთი,86.36508,2000,4სხვა ქვეყნები,
ირლანდია,375.18872,2000,4სხვა ქვეყნები,
იტალია,12053.52782,2000,4სხვა ქვეყნები,
კვიპროსი,1055.60935,2000,4სხვა ქვეყნები,
ლატვია,1047.52709,2000,4სხვა ქვეყნები,
ლიეტუვა (ლიტვა),3082.30796,2000,4სხვა ქვეყნები,
ნიდერლანდები,1956.04901,2000,4სხვა ქვეყნები,
პოლონეთი,401.38603,2000,4სხვა ქვეყნები,
პორტუგალია,114.66998,2000,4სხვა ქვეყნები,
რუმინეთი,66.88899,2000,4სხვა ქვეყნები,
საბერძნეთი,5968.18562,2000,4სხვა ქვეყნები,
საფრანგეთი,1057.25339,2000,4სხვა ქვეყნები,
სლოვაკეთი,29.28743,2000,4სხვა ქვეყნები,
სლოვენია,0.3,2000,4სხვა ქვეყნები,
უნგრეთი,608.55841,2000,4სხვა ქვეყნები,
ფინეთი,5.84845,2000,4სხვა ქვეყნები,
შვედეთი,53.13571,2000,4სხვა ქვეყნები,
ჩეხეთი,683.83738,2000,4სხვა ქვეყნები,
აზერბაიჯანი,20079.64203,2000,3აზერბაიჯანი,
ბელარუსი,649.33833,2000,4სხვა ქვეყნები,
თურქმენეთი,10615.15002,2000,4სხვა ქვეყნები,
მოლდოვა,221.5564,2000,4სხვა ქვეყნები,
რუსეთი,67108.87049,2000,2რუსეთი,
სომხეთი,13580.64681,2000,4სხვა ქვეყნები,
ტაჯიკეთი,112.824,2000,4სხვა ქვეყნები,
უზბეკეთი,660.26665,2000,4სხვა ქვეყნები,
უკრაინა,10974.89454,2000,4სხვა ქვეყნები,
ყაზახეთი,4030.9148,2000,4სხვა ქვეყნები,
ყირგიზეთი,43.12445,2000,4სხვა ქვეყნები,
ავსტრალია,1.69036,2000,4სხვა ქვეყნები,
ავღანეთი,3.78,2000,4სხვა ქვეყნები,
ანგუილა,11.303,2000,4სხვა ქვეყნები,
არაბთა გაერთიანებული საამიროები,591.43008,2000,4სხვა ქვეყნები,
აშშ,7138.28741,2000,4სხვა ქვეყნები,
ახალი ზელანდია,24.84,2000,4სხვა ქვეყნები,
ბანგლადეში,1.75,2000,4სხვა ქვეყნები,
ბაჰამები,700.48797,2000,4სხვა ქვეყნები,
ბოტსვანა,1.77,2000,4სხვა ქვეყნები,
ბრაზილია,187.10694,2000,4სხვა ქვეყნები,
ბუტანი,24.11,2000,4სხვა ქვეყნები,
გაერთიანებული სამეფო,10241.89229,2000,4სხვა ქვეყნები,
გვინეა,146.85,2000,4სხვა ქვეყნები,
გვინეაბისაუ,1.52259,2000,4სხვა ქვეყნები,
ეგვიპტე,46.525,2000,4სხვა ქვეყნები,
ეთიოპია,21.15185,2000,4სხვა ქვეყნები,
ერაყი,13.9815,2000,4სხვა ქვეყნები,
ვიეტნამი,27.23,2000,4სხვა ქვეყნები,
"ვირჯინის კუნძულები, ბრიტანეთი",293.22589,2000,4სხვა ქვეყნები,
თერქსის და ქაიქოსის კუნძულები,128.1645,2000,4სხვა ქვეყნები,
თურქეთი,74429.82489,2000,4სხვა ქვეყნები,
იაპონია,380.6657,2000,4სხვა ქვეყნები,
იემენი,11.92319,2000,4სხვა ქვეყნები,
ინდოეთი,1320.42072,2000,4სხვა ქვეყნები,
ინდონეზია,28.756,2000,4სხვა ქვეყნები,
იორდანია,427.428,2000,4სხვა ქვეყნები,
ირანი,6801.49727,2000,4სხვა ქვეყნები,
ისრაელი,530.08859,2000,4სხვა ქვეყნები,
კანადა,0.2,2000,4სხვა ქვეყნები,
კონგო,3736.14,2000,4სხვა ქვეყნები,
"კორეა, რესპუბლიკა",3.8843,2000,4სხვა ქვეყნები,
"კორეა, სახალხო დემოკრატიული რესპუბლიკა",24.83975,2000,4სხვა ქვეყნები,
ლიხტენშტაინი,8.76,2000,4სხვა ქვეყნები,
"მაკედონია, იუგოსლავიის ყოფილი რესპუბლიკა",34.33,2000,4სხვა ქვეყნები,
მალაიზია,2.5,2000,4სხვა ქვეყნები,
მონღოლეთი,394.3799,2000,4სხვა ქვეყნები,
პაკისტანი,13.35,2000,4სხვა ქვეყნები,
პანამა,899.106,2000,4სხვა ქვეყნები,
რუანდა,83,2000,4სხვა ქვეყნები,
სამხრეთი აფრიკა,546.79899,2000,4სხვა ქვეყნები,
სერბიამონტენეგრო,8.97593,2000,4სხვა ქვეყნები,
სინგაპური,1.38661,2000,4სხვა ქვეყნები,
სირია,3534.93935,2000,4სხვა ქვეყნები,
"ტაივანი, ჩინეთის პროვინცია",32.008,2000,4სხვა ქვეყნები,
ტაილანდი,18.175,2000,4სხვა ქვეყნები,
ტანზანია,4.77899,2000,4სხვა ქვეყნები,
უგანდა,80.136,2000,4სხვა ქვეყნები,
ქუვეითი,0.05102,2000,4სხვა ქვეყნები,
შვეიცარია,13350.63769,2000,4სხვა ქვეყნები,
ჩინეთი,907.64764,2000,1ჩინეთი,
ჰაიტი,0.07835,2000,4სხვა ქვეყნები,
ჰონკონგი,4.8,2000,4სხვა ქვეყნები,
ავსტრია,441.03125,2001,4სხვა ქვეყნები,
ბელგია,6751.53553,2001,4სხვა ქვეყნები,
ბულგარეთი,575.51295,2001,4სხვა ქვეყნები,
გერმანია,7688.32273,2001,4სხვა ქვეყნები,
დანია,507.71446,2001,4სხვა ქვეყნები,
ესპანეთი,1955.86736,2001,4სხვა ქვეყნები,
ირლანდია,0.76231,2001,4სხვა ქვეყნები,
იტალია,8592.86745,2001,4სხვა ქვეყნები,
კვიპროსი,97.93663,2001,4სხვა ქვეყნები,
ლატვია,534.54939,2001,4სხვა ქვეყნები,
ლიეტუვა (ლიტვა),2932.96822,2001,4სხვა ქვეყნები,
ლუქსემბურგი,0.6,2001,4სხვა ქვეყნები,
ნიდერლანდები,3489.36418,2001,4სხვა ქვეყნები,
პოლონეთი,937.98191,2001,4სხვა ქვეყნები,
პორტუგალია,90.21319,2001,4სხვა ქვეყნები,
რუმინეთი,74.18336,2001,4სხვა ქვეყნები,
საბერძნეთი,2909.35028,2001,4სხვა ქვეყნები,
საფრანგეთი,353.49168,2001,4სხვა ქვეყნები,
სლოვაკეთი,180.923,2001,4სხვა ქვეყნები,
სლოვენია,3,2001,4სხვა ქვეყნები,
უნგრეთი,310.13607,2001,4სხვა ქვეყნები,
ფინეთი,60,2001,4სხვა ქვეყნები,
შვედეთი,248.96098,2001,4სხვა ქვეყნები,
ჩეხეთი,646.18389,2001,4სხვა ქვეყნები,
ხორვატია,0.42,2001,4სხვა ქვეყნები,
აზერბაიჯანი,9975.81594,2001,3აზერბაიჯანი,
ბელარუსი,1499.46277,2001,4სხვა ქვეყნები,
თურქმენეთი,28878.24691,2001,4სხვა ქვეყნები,
მოლდოვა,149.34658,2001,4სხვა ქვეყნები,
რუსეთი,73554.59628,2001,2რუსეთი,
სომხეთი,12508.30365,2001,4სხვა ქვეყნები,
ტაჯიკეთი,323.50409,2001,4სხვა ქვეყნები,
უზბეკეთი,1144.62402,2001,4სხვა ქვეყნები,
უკრაინა,11513.45675,2001,4სხვა ქვეყნები,
ყაზახეთი,4302.50734,2001,4სხვა ქვეყნები,
ყირგიზეთი,0.05,2001,4სხვა ქვეყნები,
ავსტრალია,17.14,2001,4სხვა ქვეყნები,
ავღანეთი,14.77069,2001,4სხვა ქვეყნები,
ალბანეთი,178.17744,2001,4სხვა ქვეყნები,
ალჟირი,241.05,2001,4სხვა ქვეყნები,
არაბთა გაერთიანებული საამიროები,1254.22727,2001,4სხვა ქვეყნები,
აშშ,8752.54354,2001,4სხვა ქვეყნები,
ბაჰამები,533.58111,2001,4სხვა ქვეყნები,
ბოსნია და ჰერცეგოვინა,3,2001,4სხვა ქვეყნები,
ბრაზილია,3.29,2001,4სხვა ქვეყნები,
გაერთიანებული სამეფო,22871.15496,2001,4სხვა ქვეყნები,
გამბია,6,2001,4სხვა ქვეყნები,
განა,99.54,2001,4სხვა ქვეყნები,
გვინეა,65.6,2001,4სხვა ქვეყნები,
გიბრალტარი,463.73737,2001,4სხვა ქვეყნები,
ეთიოპია,10.2,2001,4სხვა ქვეყნები,
ერაყი,66,2001,4სხვა ქვეყნები,
"ვირჯინის კუნძულები, ბრიტანეთი",19.68335,2001,4სხვა ქვეყნები,
თურქეთი,69825.51099,2001,4სხვა ქვეყნები,
იაპონია,1039.11617,2001,4სხვა ქვეყნები,
ინდოეთი,4443.42906,2001,4სხვა ქვეყნები,
ინდონეზია,95.33851,2001,4სხვა ქვეყნები,
იორდანია,99.4103,2001,4სხვა ქვეყნები,
ირანი,4311.43362,2001,4სხვა ქვეყნები,
ისლანდია,16.38,2001,4სხვა ქვეყნები,
ისრაელი,537.74692,2001,4სხვა ქვეყნები,
კანადა,35.36165,2001,4სხვა ქვეყნები,
"კორეა, რესპუბლიკა",90.235,2001,4სხვა ქვეყნები,
ლიბანი,75.35774,2001,4სხვა ქვეყნები,
ლიბია,23.24535,2001,4სხვა ქვეყნები,
ლიხტენშტაინი,874.10013,2001,4სხვა ქვეყნები,
მალაიზია,19.43508,2001,4სხვა ქვეყნები,
მექსიკა,1.06543,2001,4სხვა ქვეყნები,
მოზამბიკი,5,2001,4სხვა ქვეყნები,
მონღოლეთი,296.40964,2001,4სხვა ქვეყნები,
სამხრეთი აფრიკა,56.75,2001,4სხვა ქვეყნები,
საუდების არაბეთი,21.5,2001,4სხვა ქვეყნები,
